frame_id,timestamp_utc,year,month,day,hour,split,source_file,file_size_bytes,spatial_height,spatial_width,channels
INSAT3D_20180524_0300Z,2018-05-24T03:00:00Z,2018,5,24,3,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.05.24.03.npz,591935,72,116,"TIR1,TIR2,WV"
INSAT3D_20180524_0600Z,2018-05-24T06:00:00Z,2018,5,24,6,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.05.24.06.npz,622618,72,116,"TIR1,TIR2,WV"
INSAT3D_20180524_0900Z,2018-05-24T09:00:00Z,2018,5,24,9,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.05.24.09.npz,633828,72,116,"TIR1,TIR2,WV"
INSAT3D_20180524_1200Z,2018-05-24T12:00:00Z,2018,5,24,12,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.05.24.12.npz,615049,72,116,"TIR1,TIR2,WV"
INSAT3D_20180524_1500Z,2018-05-24T15:00:00Z,2018,5,24,15,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.05.24.15.npz,590100,72,116,"TIR1,TIR2,WV"
INSAT3D_20180524_1800Z,2018-05-24T18:00:00Z,2018,5,24,18,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.05.24.18.npz,588410,72,116,"TIR1,TIR2,WV"
INSAT3D_20180524_2100Z,2018-05-24T21:00:00Z,2018,5,24,21,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.05.24.21.npz,582873,72,116,"TIR1,TIR2,WV"
INSAT3D_20180525_0000Z,2018-05-25T00:00:00Z,2018,5,25,0,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.05.25.00.npz,572732,72,116,"TIR1,TIR2,WV"
INSAT3D_20180919_0300Z,2018-09-19T03:00:00Z,2018,9,19,3,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.09.19.03.npz,532050,72,116,"TIR1,TIR2,WV"
INSAT3D_20180919_0600Z,2018-09-19T06:00:00Z,2018,9,19,6,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.09.19.06.npz,557805,72,116,"TIR1,TIR2,WV"
INSAT3D_20180919_0900Z,2018-09-19T09:00:00Z,2018,9,19,9,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.09.19.09.npz,582509,72,116,"TIR1,TIR2,WV"
INSAT3D_20180919_1200Z,2018-09-19T12:00:00Z,2018,9,19,12,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.09.19.12.npz,567242,72,116,"TIR1,TIR2,WV"
INSAT3D_20180919_1500Z,2018-09-19T15:00:00Z,2018,9,19,15,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.09.19.15.npz,540464,72,116,"TIR1,TIR2,WV"
INSAT3D_20180919_1800Z,2018-09-19T18:00:00Z,2018,9,19,18,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.09.19.18.npz,541149,72,116,"TIR1,TIR2,WV"
INSAT3D_20180919_2100Z,2018-09-19T21:00:00Z,2018,9,19,21,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.09.19.21.npz,540045,72,116,"TIR1,TIR2,WV"
INSAT3D_20180920_0000Z,2018-09-20T00:00:00Z,2018,9,20,0,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.09.20.00.npz,537737,72,116,"TIR1,TIR2,WV"
INSAT3D_20180920_0300Z,2018-09-20T03:00:00Z,2018,9,20,3,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.09.20.03.npz,535155,72,116,"TIR1,TIR2,WV"
INSAT3D_20180920_0600Z,2018-09-20T06:00:00Z,2018,9,20,6,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.09.20.06.npz,561407,72,116,"TIR1,TIR2,WV"
INSAT3D_20181005_2100Z,2018-10-05T21:00:00Z,2018,10,5,21,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.05.21.npz,551418,72,116,"TIR1,TIR2,WV"
INSAT3D_20181006_0000Z,2018-10-06T00:00:00Z,2018,10,6,0,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.06.00.npz,545876,72,116,"TIR1,TIR2,WV"
INSAT3D_20181006_0300Z,2018-10-06T03:00:00Z,2018,10,6,3,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.06.03.npz,544712,72,116,"TIR1,TIR2,WV"
INSAT3D_20181006_0600Z,2018-10-06T06:00:00Z,2018,10,6,6,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.06.06.npz,580939,72,116,"TIR1,TIR2,WV"
INSAT3D_20181006_0900Z,2018-10-06T09:00:00Z,2018,10,6,9,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.06.09.npz,605222,72,116,"TIR1,TIR2,WV"
INSAT3D_20181006_1200Z,2018-10-06T12:00:00Z,2018,10,6,12,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.06.12.npz,583186,72,116,"TIR1,TIR2,WV"
INSAT3D_20181006_1500Z,2018-10-06T15:00:00Z,2018,10,6,15,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.06.15.npz,559964,72,116,"TIR1,TIR2,WV"
INSAT3D_20181006_1800Z,2018-10-06T18:00:00Z,2018,10,6,18,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.06.18.npz,555174,72,116,"TIR1,TIR2,WV"
INSAT3D_20181006_2100Z,2018-10-06T21:00:00Z,2018,10,6,21,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.06.21.npz,561402,72,116,"TIR1,TIR2,WV"
INSAT3D_20181007_0000Z,2018-10-07T00:00:00Z,2018,10,7,0,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.07.00.npz,561288,72,116,"TIR1,TIR2,WV"
INSAT3D_20181007_0300Z,2018-10-07T03:00:00Z,2018,10,7,3,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.07.03.npz,560625,72,116,"TIR1,TIR2,WV"
INSAT3D_20181007_0600Z,2018-10-07T06:00:00Z,2018,10,7,6,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.07.06.npz,595577,72,116,"TIR1,TIR2,WV"
INSAT3D_20181007_0900Z,2018-10-07T09:00:00Z,2018,10,7,9,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.07.09.npz,616931,72,116,"TIR1,TIR2,WV"
INSAT3D_20181007_1200Z,2018-10-07T12:00:00Z,2018,10,7,12,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.07.12.npz,593689,72,116,"TIR1,TIR2,WV"
INSAT3D_20181007_1500Z,2018-10-07T15:00:00Z,2018,10,7,15,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.07.15.npz,570480,72,116,"TIR1,TIR2,WV"
INSAT3D_20181007_1800Z,2018-10-07T18:00:00Z,2018,10,7,18,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.07.18.npz,573588,72,116,"TIR1,TIR2,WV"
INSAT3D_20181007_2100Z,2018-10-07T21:00:00Z,2018,10,7,21,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.07.21.npz,575293,72,116,"TIR1,TIR2,WV"
INSAT3D_20181008_0000Z,2018-10-08T00:00:00Z,2018,10,8,0,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.08.00.npz,577111,72,116,"TIR1,TIR2,WV"
INSAT3D_20181008_0300Z,2018-10-08T03:00:00Z,2018,10,8,3,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.08.03.npz,579775,72,116,"TIR1,TIR2,WV"
INSAT3D_20181008_0600Z,2018-10-08T06:00:00Z,2018,10,8,6,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.08.06.npz,609373,72,116,"TIR1,TIR2,WV"
INSAT3D_20181008_0900Z,2018-10-08T09:00:00Z,2018,10,8,9,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.08.09.npz,619682,72,116,"TIR1,TIR2,WV"
INSAT3D_20181008_1200Z,2018-10-08T12:00:00Z,2018,10,8,12,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.08.12.npz,594830,72,116,"TIR1,TIR2,WV"
INSAT3D_20181008_1500Z,2018-10-08T15:00:00Z,2018,10,8,15,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.08.15.npz,570641,72,116,"TIR1,TIR2,WV"
INSAT3D_20181008_1800Z,2018-10-08T18:00:00Z,2018,10,8,18,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.08.18.npz,570885,72,116,"TIR1,TIR2,WV"
INSAT3D_20181008_2100Z,2018-10-08T21:00:00Z,2018,10,8,21,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.10.08.21.npz,578860,72,116,"TIR1,TIR2,WV"
INSAT3D_20181212_0900Z,2018-12-12T09:00:00Z,2018,12,12,9,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.12.12.09.npz,571569,72,116,"TIR1,TIR2,WV"
INSAT3D_20181212_1200Z,2018-12-12T12:00:00Z,2018,12,12,12,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.12.12.12.npz,544991,72,116,"TIR1,TIR2,WV"
INSAT3D_20181212_1500Z,2018-12-12T15:00:00Z,2018,12,12,15,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.12.12.15.npz,534928,72,116,"TIR1,TIR2,WV"
INSAT3D_20181212_1800Z,2018-12-12T18:00:00Z,2018,12,12,18,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.12.12.18.npz,536953,72,116,"TIR1,TIR2,WV"
INSAT3D_20181212_2100Z,2018-12-12T21:00:00Z,2018,12,12,21,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.12.12.21.npz,536751,72,116,"TIR1,TIR2,WV"
INSAT3D_20181213_0000Z,2018-12-13T00:00:00Z,2018,12,13,0,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.12.13.00.npz,538111,72,116,"TIR1,TIR2,WV"
INSAT3D_20181213_0300Z,2018-12-13T03:00:00Z,2018,12,13,3,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.12.13.03.npz,536124,72,116,"TIR1,TIR2,WV"
INSAT3D_20181213_0600Z,2018-12-13T06:00:00Z,2018,12,13,6,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.12.13.06.npz,559606,72,116,"TIR1,TIR2,WV"
INSAT3D_20181213_0900Z,2018-12-13T09:00:00Z,2018,12,13,9,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.12.13.09.npz,576162,72,116,"TIR1,TIR2,WV"
INSAT3D_20181213_1200Z,2018-12-13T12:00:00Z,2018,12,13,12,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.12.13.12.npz,551518,72,116,"TIR1,TIR2,WV"
INSAT3D_20181213_1500Z,2018-12-13T15:00:00Z,2018,12,13,15,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.12.13.15.npz,543429,72,116,"TIR1,TIR2,WV"
INSAT3D_20181213_1800Z,2018-12-13T18:00:00Z,2018,12,13,18,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.12.13.18.npz,545341,72,116,"TIR1,TIR2,WV"
INSAT3D_20181213_2100Z,2018-12-13T21:00:00Z,2018,12,13,21,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.12.13.21.npz,547568,72,116,"TIR1,TIR2,WV"
INSAT3D_20181214_0000Z,2018-12-14T00:00:00Z,2018,12,14,0,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.12.14.00.npz,546628,72,116,"TIR1,TIR2,WV"
INSAT3D_20181214_0300Z,2018-12-14T03:00:00Z,2018,12,14,3,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.12.14.03.npz,546969,72,116,"TIR1,TIR2,WV"
INSAT3D_20181214_0600Z,2018-12-14T06:00:00Z,2018,12,14,6,PRETRAIN_TRAIN,data/interim/gridsat/2018/gridsat_2018.12.14.06.npz,564919,72,116,"TIR1,TIR2,WV"
INSAT3D_20190103_2100Z,2019-01-03T21:00:00Z,2019,1,3,21,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.01.03.21.npz,511323,72,116,"TIR1,TIR2,WV"
INSAT3D_20190104_0000Z,2019-01-04T00:00:00Z,2019,1,4,0,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.01.04.00.npz,512939,72,116,"TIR1,TIR2,WV"
INSAT3D_20190104_0300Z,2019-01-04T03:00:00Z,2019,1,4,3,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.01.04.03.npz,513207,72,116,"TIR1,TIR2,WV"
INSAT3D_20190104_0600Z,2019-01-04T06:00:00Z,2019,1,4,6,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.01.04.06.npz,528427,72,116,"TIR1,TIR2,WV"
INSAT3D_20190104_0900Z,2019-01-04T09:00:00Z,2019,1,4,9,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.01.04.09.npz,538171,72,116,"TIR1,TIR2,WV"
INSAT3D_20190104_1200Z,2019-01-04T12:00:00Z,2019,1,4,12,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.01.04.12.npz,506914,72,116,"TIR1,TIR2,WV"
INSAT3D_20190104_1500Z,2019-01-04T15:00:00Z,2019,1,4,15,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.01.04.15.npz,493633,72,116,"TIR1,TIR2,WV"
INSAT3D_20190104_1800Z,2019-01-04T18:00:00Z,2019,1,4,18,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.01.04.18.npz,499128,72,116,"TIR1,TIR2,WV"
INSAT3D_20190104_2100Z,2019-01-04T21:00:00Z,2019,1,4,21,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.01.04.21.npz,510716,72,116,"TIR1,TIR2,WV"
INSAT3D_20190105_0000Z,2019-01-05T00:00:00Z,2019,1,5,0,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.01.05.00.npz,512675,72,116,"TIR1,TIR2,WV"
INSAT3D_20190105_0300Z,2019-01-05T03:00:00Z,2019,1,5,3,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.01.05.03.npz,507686,72,116,"TIR1,TIR2,WV"
INSAT3D_20190105_0600Z,2019-01-05T06:00:00Z,2019,1,5,6,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.01.05.06.npz,519513,72,116,"TIR1,TIR2,WV"
INSAT3D_20190105_0900Z,2019-01-05T09:00:00Z,2019,1,5,9,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.01.05.09.npz,534137,72,116,"TIR1,TIR2,WV"
INSAT3D_20190105_1200Z,2019-01-05T12:00:00Z,2019,1,5,12,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.01.05.12.npz,508909,72,116,"TIR1,TIR2,WV"
INSAT3D_20190105_1500Z,2019-01-05T15:00:00Z,2019,1,5,15,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.01.05.15.npz,500157,72,116,"TIR1,TIR2,WV"
INSAT3D_20190105_1800Z,2019-01-05T18:00:00Z,2019,1,5,18,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.01.05.18.npz,503850,72,116,"TIR1,TIR2,WV"
INSAT3D_20190425_1500Z,2019-04-25T15:00:00Z,2019,4,25,15,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.25.15.npz,519165,72,116,"TIR1,TIR2,WV"
INSAT3D_20190425_1800Z,2019-04-25T18:00:00Z,2019,4,25,18,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.25.18.npz,516710,72,116,"TIR1,TIR2,WV"
INSAT3D_20190425_2100Z,2019-04-25T21:00:00Z,2019,4,25,21,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.25.21.npz,514910,72,116,"TIR1,TIR2,WV"
INSAT3D_20190426_0000Z,2019-04-26T00:00:00Z,2019,4,26,0,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.26.00.npz,509589,72,116,"TIR1,TIR2,WV"
INSAT3D_20190426_0300Z,2019-04-26T03:00:00Z,2019,4,26,3,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.26.03.npz,514115,72,116,"TIR1,TIR2,WV"
INSAT3D_20190426_0600Z,2019-04-26T06:00:00Z,2019,4,26,6,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.26.06.npz,548243,72,116,"TIR1,TIR2,WV"
INSAT3D_20190426_0900Z,2019-04-26T09:00:00Z,2019,4,26,9,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.26.09.npz,574642,72,116,"TIR1,TIR2,WV"
INSAT3D_20190426_1200Z,2019-04-26T12:00:00Z,2019,4,26,12,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.26.12.npz,553786,72,116,"TIR1,TIR2,WV"
INSAT3D_20190426_1500Z,2019-04-26T15:00:00Z,2019,4,26,15,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.26.15.npz,528689,72,116,"TIR1,TIR2,WV"
INSAT3D_20190426_1800Z,2019-04-26T18:00:00Z,2019,4,26,18,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.26.18.npz,525760,72,116,"TIR1,TIR2,WV"
INSAT3D_20190426_2100Z,2019-04-26T21:00:00Z,2019,4,26,21,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.26.21.npz,526137,72,116,"TIR1,TIR2,WV"
INSAT3D_20190427_0000Z,2019-04-27T00:00:00Z,2019,4,27,0,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.27.00.npz,524349,72,116,"TIR1,TIR2,WV"
INSAT3D_20190427_0300Z,2019-04-27T03:00:00Z,2019,4,27,3,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.27.03.npz,526843,72,116,"TIR1,TIR2,WV"
INSAT3D_20190427_0600Z,2019-04-27T06:00:00Z,2019,4,27,6,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.27.06.npz,557343,72,116,"TIR1,TIR2,WV"
INSAT3D_20190427_0900Z,2019-04-27T09:00:00Z,2019,4,27,9,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.27.09.npz,579370,72,116,"TIR1,TIR2,WV"
INSAT3D_20190427_1200Z,2019-04-27T12:00:00Z,2019,4,27,12,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.27.12.npz,560879,72,116,"TIR1,TIR2,WV"
INSAT3D_20190427_1500Z,2019-04-27T15:00:00Z,2019,4,27,15,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.27.15.npz,541093,72,116,"TIR1,TIR2,WV"
INSAT3D_20190427_1800Z,2019-04-27T18:00:00Z,2019,4,27,18,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.27.18.npz,540872,72,116,"TIR1,TIR2,WV"
INSAT3D_20190427_2100Z,2019-04-27T21:00:00Z,2019,4,27,21,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.27.21.npz,540260,72,116,"TIR1,TIR2,WV"
INSAT3D_20190428_0000Z,2019-04-28T00:00:00Z,2019,4,28,0,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.28.00.npz,536064,72,116,"TIR1,TIR2,WV"
INSAT3D_20190428_0300Z,2019-04-28T03:00:00Z,2019,4,28,3,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.28.03.npz,542076,72,116,"TIR1,TIR2,WV"
INSAT3D_20190428_0600Z,2019-04-28T06:00:00Z,2019,4,28,6,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.28.06.npz,570496,72,116,"TIR1,TIR2,WV"
INSAT3D_20190428_0900Z,2019-04-28T09:00:00Z,2019,4,28,9,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.28.09.npz,586548,72,116,"TIR1,TIR2,WV"
INSAT3D_20190428_1200Z,2019-04-28T12:00:00Z,2019,4,28,12,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.28.12.npz,570384,72,116,"TIR1,TIR2,WV"
INSAT3D_20190428_1500Z,2019-04-28T15:00:00Z,2019,4,28,15,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.28.15.npz,543413,72,116,"TIR1,TIR2,WV"
INSAT3D_20190428_1800Z,2019-04-28T18:00:00Z,2019,4,28,18,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.28.18.npz,537881,72,116,"TIR1,TIR2,WV"
INSAT3D_20190428_2100Z,2019-04-28T21:00:00Z,2019,4,28,21,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.28.21.npz,534214,72,116,"TIR1,TIR2,WV"
INSAT3D_20190429_0000Z,2019-04-29T00:00:00Z,2019,4,29,0,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.29.00.npz,523428,72,116,"TIR1,TIR2,WV"
INSAT3D_20190429_0300Z,2019-04-29T03:00:00Z,2019,4,29,3,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.29.03.npz,520756,72,116,"TIR1,TIR2,WV"
INSAT3D_20190429_0600Z,2019-04-29T06:00:00Z,2019,4,29,6,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.29.06.npz,554978,72,116,"TIR1,TIR2,WV"
INSAT3D_20190429_0900Z,2019-04-29T09:00:00Z,2019,4,29,9,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.29.09.npz,572596,72,116,"TIR1,TIR2,WV"
INSAT3D_20190429_1200Z,2019-04-29T12:00:00Z,2019,4,29,12,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.29.12.npz,559446,72,116,"TIR1,TIR2,WV"
INSAT3D_20190429_1500Z,2019-04-29T15:00:00Z,2019,4,29,15,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.29.15.npz,528370,72,116,"TIR1,TIR2,WV"
INSAT3D_20190429_1800Z,2019-04-29T18:00:00Z,2019,4,29,18,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.29.18.npz,525696,72,116,"TIR1,TIR2,WV"
INSAT3D_20190429_2100Z,2019-04-29T21:00:00Z,2019,4,29,21,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.29.21.npz,529346,72,116,"TIR1,TIR2,WV"
INSAT3D_20190430_0000Z,2019-04-30T00:00:00Z,2019,4,30,0,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.30.00.npz,527966,72,116,"TIR1,TIR2,WV"
INSAT3D_20190430_0300Z,2019-04-30T03:00:00Z,2019,4,30,3,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.30.03.npz,536022,72,116,"TIR1,TIR2,WV"
INSAT3D_20190430_0600Z,2019-04-30T06:00:00Z,2019,4,30,6,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.30.06.npz,570339,72,116,"TIR1,TIR2,WV"
INSAT3D_20190430_0900Z,2019-04-30T09:00:00Z,2019,4,30,9,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.30.09.npz,585166,72,116,"TIR1,TIR2,WV"
INSAT3D_20190430_1200Z,2019-04-30T12:00:00Z,2019,4,30,12,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.30.12.npz,570527,72,116,"TIR1,TIR2,WV"
INSAT3D_20190430_1500Z,2019-04-30T15:00:00Z,2019,4,30,15,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.30.15.npz,544845,72,116,"TIR1,TIR2,WV"
INSAT3D_20190430_1800Z,2019-04-30T18:00:00Z,2019,4,30,18,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.30.18.npz,538850,72,116,"TIR1,TIR2,WV"
INSAT3D_20190430_2100Z,2019-04-30T21:00:00Z,2019,4,30,21,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.04.30.21.npz,538205,72,116,"TIR1,TIR2,WV"
INSAT3D_20190501_0000Z,2019-05-01T00:00:00Z,2019,5,1,0,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.05.01.00.npz,531562,72,116,"TIR1,TIR2,WV"
INSAT3D_20190501_0300Z,2019-05-01T03:00:00Z,2019,5,1,3,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.05.01.03.npz,528324,72,116,"TIR1,TIR2,WV"
INSAT3D_20190501_0600Z,2019-05-01T06:00:00Z,2019,5,1,6,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.05.01.06.npz,556199,72,116,"TIR1,TIR2,WV"
INSAT3D_20190501_0900Z,2019-05-01T09:00:00Z,2019,5,1,9,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.05.01.09.npz,572754,72,116,"TIR1,TIR2,WV"
INSAT3D_20190501_1200Z,2019-05-01T12:00:00Z,2019,5,1,12,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.05.01.12.npz,557806,72,116,"TIR1,TIR2,WV"
INSAT3D_20190501_1500Z,2019-05-01T15:00:00Z,2019,5,1,15,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.05.01.15.npz,527205,72,116,"TIR1,TIR2,WV"
INSAT3D_20190501_1800Z,2019-05-01T18:00:00Z,2019,5,1,18,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.05.01.18.npz,519971,72,116,"TIR1,TIR2,WV"
INSAT3D_20190501_2100Z,2019-05-01T21:00:00Z,2019,5,1,21,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.05.01.21.npz,520806,72,116,"TIR1,TIR2,WV"
INSAT3D_20190502_0000Z,2019-05-02T00:00:00Z,2019,5,2,0,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.05.02.00.npz,514684,72,116,"TIR1,TIR2,WV"
INSAT3D_20190502_0300Z,2019-05-02T03:00:00Z,2019,5,2,3,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.05.02.03.npz,508332,72,116,"TIR1,TIR2,WV"
INSAT3D_20190502_0600Z,2019-05-02T06:00:00Z,2019,5,2,6,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.05.02.06.npz,540300,72,116,"TIR1,TIR2,WV"
INSAT3D_20190502_0900Z,2019-05-02T09:00:00Z,2019,5,2,9,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.05.02.09.npz,562706,72,116,"TIR1,TIR2,WV"
INSAT3D_20190502_1200Z,2019-05-02T12:00:00Z,2019,5,2,12,PRETRAIN_TRAIN,data/interim/gridsat/2019/gridsat_2019.05.02.12.npz,553698,72,116,"TIR1,TIR2,WV"
