sample_id,storm_id,split,horizon,grid_timestamp,insat_timestamp,delta_minutes,insat_file_identifier,match_status,is_causal
NIO_2018_VISAKHAPATNAM_20181214_0300Z,NIO_2018_VISAKHAPATNAM,TRAIN,t-12h,2018-12-13T15:00:00Z,2018-12-13T15:00:00Z,0.0,3DIMG_13DEC2018_1500_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2018_VISAKHAPATNAM_20181214_0300Z,NIO_2018_VISAKHAPATNAM,TRAIN,t-9h,2018-12-13T18:00:00Z,2018-12-13T18:00:00Z,0.0,3DIMG_13DEC2018_1800_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2018_VISAKHAPATNAM_20181214_0300Z,NIO_2018_VISAKHAPATNAM,TRAIN,t-6h,2018-12-13T21:00:00Z,2018-12-13T21:00:00Z,0.0,3DIMG_13DEC2018_2100_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2018_VISAKHAPATNAM_20181214_0300Z,NIO_2018_VISAKHAPATNAM,TRAIN,t-3h,2018-12-14T00:00:00Z,2018-12-14T00:00:00Z,0.0,3DIMG_14DEC2018_0000_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2018_VISAKHAPATNAM_20181214_0300Z,NIO_2018_VISAKHAPATNAM,TRAIN,t0,2018-12-14T03:00:00Z,2018-12-14T03:00:00Z,0.0,3DIMG_14DEC2018_0300_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2018_VISAKHAPATNAM_20181214_0600Z,NIO_2018_VISAKHAPATNAM,TRAIN,t-15h,2018-12-13T15:00:00Z,2018-12-13T15:00:00Z,0.0,3DIMG_13DEC2018_1500_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2018_VISAKHAPATNAM_20181214_0600Z,NIO_2018_VISAKHAPATNAM,TRAIN,t-12h,2018-12-13T18:00:00Z,2018-12-13T18:00:00Z,0.0,3DIMG_13DEC2018_1800_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2018_VISAKHAPATNAM_20181214_0600Z,NIO_2018_VISAKHAPATNAM,TRAIN,t-9h,2018-12-13T21:00:00Z,2018-12-13T21:00:00Z,0.0,3DIMG_13DEC2018_2100_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2018_VISAKHAPATNAM_20181214_0600Z,NIO_2018_VISAKHAPATNAM,TRAIN,t-6h,2018-12-14T00:00:00Z,2018-12-14T00:00:00Z,0.0,3DIMG_14DEC2018_0000_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2018_VISAKHAPATNAM_20181214_0600Z,NIO_2018_VISAKHAPATNAM,TRAIN,t-3h,2018-12-14T03:00:00Z,2018-12-14T03:00:00Z,0.0,3DIMG_14DEC2018_0300_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2018_VISAKHAPATNAM_20181214_0600Z,NIO_2018_VISAKHAPATNAM,TRAIN,t0,2018-12-14T06:00:00Z,2018-12-14T06:00:00Z,0.0,3DIMG_14DEC2018_0600_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190426_0600Z,NIO_2019_FANI,VALIDATION,t-15h,2019-04-25T15:00:00Z,2019-04-25T15:00:00Z,0.0,3DIMG_25APR2019_1500_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190426_0600Z,NIO_2019_FANI,VALIDATION,t-12h,2019-04-25T18:00:00Z,2019-04-25T19:00:00Z,60.0,3DIMG_25APR2019_1900_L1C_ASIA_MER_V01R00.h5,NEAR_SYNOPTIC,True
NIO_2019_FANI_20190426_0600Z,NIO_2019_FANI,VALIDATION,t-9h,2019-04-25T21:00:00Z,2019-04-25T21:00:00Z,0.0,3DIMG_25APR2019_2100_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190426_0600Z,NIO_2019_FANI,VALIDATION,t-6h,2019-04-26T00:00:00Z,2019-04-26T00:00:00Z,0.0,3DIMG_26APR2019_0000_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190426_0600Z,NIO_2019_FANI,VALIDATION,t-3h,2019-04-26T03:00:00Z,2019-04-26T03:00:00Z,0.0,3DIMG_26APR2019_0300_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190426_0600Z,NIO_2019_FANI,VALIDATION,t0,2019-04-26T06:00:00Z,2019-04-26T06:00:00Z,0.0,3DIMG_26APR2019_0600_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190426_1200Z,NIO_2019_FANI,VALIDATION,t-15h,2019-04-25T21:00:00Z,2019-04-25T21:00:00Z,0.0,3DIMG_25APR2019_2100_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190426_1200Z,NIO_2019_FANI,VALIDATION,t-12h,2019-04-26T00:00:00Z,2019-04-26T00:00:00Z,0.0,3DIMG_26APR2019_0000_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190426_1200Z,NIO_2019_FANI,VALIDATION,t-9h,2019-04-26T03:00:00Z,2019-04-26T03:00:00Z,0.0,3DIMG_26APR2019_0300_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190426_1200Z,NIO_2019_FANI,VALIDATION,t-6h,2019-04-26T06:00:00Z,2019-04-26T06:00:00Z,0.0,3DIMG_26APR2019_0600_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190426_1200Z,NIO_2019_FANI,VALIDATION,t-3h,2019-04-26T09:00:00Z,2019-04-26T09:00:00Z,0.0,3DIMG_26APR2019_0900_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190426_1200Z,NIO_2019_FANI,VALIDATION,t0,2019-04-26T12:00:00Z,2019-04-26T12:00:00Z,0.0,3DIMG_26APR2019_1200_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190426_1800Z,NIO_2019_FANI,VALIDATION,t-15h,2019-04-26T03:00:00Z,2019-04-26T03:00:00Z,0.0,3DIMG_26APR2019_0300_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190426_1800Z,NIO_2019_FANI,VALIDATION,t-12h,2019-04-26T06:00:00Z,2019-04-26T06:00:00Z,0.0,3DIMG_26APR2019_0600_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190426_1800Z,NIO_2019_FANI,VALIDATION,t-9h,2019-04-26T09:00:00Z,2019-04-26T09:00:00Z,0.0,3DIMG_26APR2019_0900_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190426_1800Z,NIO_2019_FANI,VALIDATION,t-6h,2019-04-26T12:00:00Z,2019-04-26T12:00:00Z,0.0,3DIMG_26APR2019_1200_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190426_1800Z,NIO_2019_FANI,VALIDATION,t-3h,2019-04-26T15:00:00Z,2019-04-26T15:00:00Z,0.0,3DIMG_26APR2019_1500_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190426_1800Z,NIO_2019_FANI,VALIDATION,t0,2019-04-26T18:00:00Z,2019-04-26T18:00:00Z,0.0,3DIMG_26APR2019_1800_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0000Z,NIO_2019_FANI,VALIDATION,t-15h,2019-04-26T09:00:00Z,2019-04-26T09:00:00Z,0.0,3DIMG_26APR2019_0900_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0000Z,NIO_2019_FANI,VALIDATION,t-12h,2019-04-26T12:00:00Z,2019-04-26T12:00:00Z,0.0,3DIMG_26APR2019_1200_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0000Z,NIO_2019_FANI,VALIDATION,t-9h,2019-04-26T15:00:00Z,2019-04-26T15:00:00Z,0.0,3DIMG_26APR2019_1500_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0000Z,NIO_2019_FANI,VALIDATION,t-6h,2019-04-26T18:00:00Z,2019-04-26T19:00:00Z,60.0,3DIMG_26APR2019_1900_L1C_ASIA_MER_V01R00.h5,NEAR_SYNOPTIC,True
NIO_2019_FANI_20190427_0000Z,NIO_2019_FANI,VALIDATION,t-3h,2019-04-26T21:00:00Z,2019-04-26T21:00:00Z,0.0,3DIMG_26APR2019_2100_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0000Z,NIO_2019_FANI,VALIDATION,t0,2019-04-27T00:00:00Z,2019-04-27T00:00:00Z,0.0,3DIMG_27APR2019_0000_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0300Z,NIO_2019_FANI,VALIDATION,t-15h,2019-04-26T12:00:00Z,2019-04-26T12:00:00Z,0.0,3DIMG_26APR2019_1200_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0300Z,NIO_2019_FANI,VALIDATION,t-12h,2019-04-26T15:00:00Z,2019-04-26T15:00:00Z,0.0,3DIMG_26APR2019_1500_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0300Z,NIO_2019_FANI,VALIDATION,t-9h,2019-04-26T18:00:00Z,2019-04-26T19:00:00Z,60.0,3DIMG_26APR2019_1900_L1C_ASIA_MER_V01R00.h5,NEAR_SYNOPTIC,True
NIO_2019_FANI_20190427_0300Z,NIO_2019_FANI,VALIDATION,t-6h,2019-04-26T21:00:00Z,2019-04-26T21:00:00Z,0.0,3DIMG_26APR2019_2100_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0300Z,NIO_2019_FANI,VALIDATION,t-3h,2019-04-27T00:00:00Z,2019-04-27T00:00:00Z,0.0,3DIMG_27APR2019_0000_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0300Z,NIO_2019_FANI,VALIDATION,t0,2019-04-27T03:00:00Z,2019-04-27T03:00:00Z,0.0,3DIMG_27APR2019_0300_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0600Z,NIO_2019_FANI,VALIDATION,t-15h,2019-04-26T15:00:00Z,2019-04-26T15:00:00Z,0.0,3DIMG_26APR2019_1500_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0600Z,NIO_2019_FANI,VALIDATION,t-12h,2019-04-26T18:00:00Z,2019-04-26T19:00:00Z,60.0,3DIMG_26APR2019_1900_L1C_ASIA_MER_V01R00.h5,NEAR_SYNOPTIC,True
NIO_2019_FANI_20190427_0600Z,NIO_2019_FANI,VALIDATION,t-9h,2019-04-26T21:00:00Z,2019-04-26T21:00:00Z,0.0,3DIMG_26APR2019_2100_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0600Z,NIO_2019_FANI,VALIDATION,t-6h,2019-04-27T00:00:00Z,2019-04-27T00:00:00Z,0.0,3DIMG_27APR2019_0000_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0600Z,NIO_2019_FANI,VALIDATION,t-3h,2019-04-27T03:00:00Z,2019-04-27T03:00:00Z,0.0,3DIMG_27APR2019_0300_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0600Z,NIO_2019_FANI,VALIDATION,t0,2019-04-27T06:00:00Z,2019-04-27T06:00:00Z,0.0,3DIMG_27APR2019_0600_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0900Z,NIO_2019_FANI,VALIDATION,t-15h,2019-04-26T18:00:00Z,2019-04-26T19:00:00Z,60.0,3DIMG_26APR2019_1900_L1C_ASIA_MER_V01R00.h5,NEAR_SYNOPTIC,True
NIO_2019_FANI_20190427_0900Z,NIO_2019_FANI,VALIDATION,t-12h,2019-04-26T21:00:00Z,2019-04-26T21:00:00Z,0.0,3DIMG_26APR2019_2100_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0900Z,NIO_2019_FANI,VALIDATION,t-9h,2019-04-27T00:00:00Z,2019-04-27T00:00:00Z,0.0,3DIMG_27APR2019_0000_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0900Z,NIO_2019_FANI,VALIDATION,t-6h,2019-04-27T03:00:00Z,2019-04-27T03:00:00Z,0.0,3DIMG_27APR2019_0300_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0900Z,NIO_2019_FANI,VALIDATION,t-3h,2019-04-27T06:00:00Z,2019-04-27T06:00:00Z,0.0,3DIMG_27APR2019_0600_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_0900Z,NIO_2019_FANI,VALIDATION,t0,2019-04-27T09:00:00Z,2019-04-27T09:00:00Z,0.0,3DIMG_27APR2019_0900_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_1200Z,NIO_2019_FANI,VALIDATION,t-15h,2019-04-26T21:00:00Z,2019-04-26T21:00:00Z,0.0,3DIMG_26APR2019_2100_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_1200Z,NIO_2019_FANI,VALIDATION,t-12h,2019-04-27T00:00:00Z,2019-04-27T00:00:00Z,0.0,3DIMG_27APR2019_0000_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_1200Z,NIO_2019_FANI,VALIDATION,t-9h,2019-04-27T03:00:00Z,2019-04-27T03:00:00Z,0.0,3DIMG_27APR2019_0300_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_1200Z,NIO_2019_FANI,VALIDATION,t-6h,2019-04-27T06:00:00Z,2019-04-27T06:00:00Z,0.0,3DIMG_27APR2019_0600_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_1200Z,NIO_2019_FANI,VALIDATION,t-3h,2019-04-27T09:00:00Z,2019-04-27T09:00:00Z,0.0,3DIMG_27APR2019_0900_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_1200Z,NIO_2019_FANI,VALIDATION,t0,2019-04-27T12:00:00Z,2019-04-27T12:00:00Z,0.0,3DIMG_27APR2019_1200_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_1500Z,NIO_2019_FANI,VALIDATION,t-15h,2019-04-27T00:00:00Z,2019-04-27T00:00:00Z,0.0,3DIMG_27APR2019_0000_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_1500Z,NIO_2019_FANI,VALIDATION,t-12h,2019-04-27T03:00:00Z,2019-04-27T03:00:00Z,0.0,3DIMG_27APR2019_0300_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_1500Z,NIO_2019_FANI,VALIDATION,t-9h,2019-04-27T06:00:00Z,2019-04-27T06:00:00Z,0.0,3DIMG_27APR2019_0600_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_1500Z,NIO_2019_FANI,VALIDATION,t-6h,2019-04-27T09:00:00Z,2019-04-27T09:00:00Z,0.0,3DIMG_27APR2019_0900_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_1500Z,NIO_2019_FANI,VALIDATION,t-3h,2019-04-27T12:00:00Z,2019-04-27T12:00:00Z,0.0,3DIMG_27APR2019_1200_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_1500Z,NIO_2019_FANI,VALIDATION,t0,2019-04-27T15:00:00Z,2019-04-27T15:00:00Z,0.0,3DIMG_27APR2019_1500_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_1800Z,NIO_2019_FANI,VALIDATION,t-15h,2019-04-27T03:00:00Z,2019-04-27T03:00:00Z,0.0,3DIMG_27APR2019_0300_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_1800Z,NIO_2019_FANI,VALIDATION,t-12h,2019-04-27T06:00:00Z,2019-04-27T06:00:00Z,0.0,3DIMG_27APR2019_0600_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_1800Z,NIO_2019_FANI,VALIDATION,t-9h,2019-04-27T09:00:00Z,2019-04-27T09:00:00Z,0.0,3DIMG_27APR2019_0900_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_1800Z,NIO_2019_FANI,VALIDATION,t-6h,2019-04-27T12:00:00Z,2019-04-27T12:00:00Z,0.0,3DIMG_27APR2019_1200_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_1800Z,NIO_2019_FANI,VALIDATION,t-3h,2019-04-27T15:00:00Z,2019-04-27T15:00:00Z,0.0,3DIMG_27APR2019_1500_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_1800Z,NIO_2019_FANI,VALIDATION,t0,2019-04-27T18:00:00Z,2019-04-27T18:00:00Z,0.0,3DIMG_27APR2019_1800_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_2100Z,NIO_2019_FANI,VALIDATION,t-15h,2019-04-27T06:00:00Z,2019-04-27T06:00:00Z,0.0,3DIMG_27APR2019_0600_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_2100Z,NIO_2019_FANI,VALIDATION,t-12h,2019-04-27T09:00:00Z,2019-04-27T09:00:00Z,0.0,3DIMG_27APR2019_0900_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_2100Z,NIO_2019_FANI,VALIDATION,t-9h,2019-04-27T12:00:00Z,2019-04-27T12:00:00Z,0.0,3DIMG_27APR2019_1200_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_2100Z,NIO_2019_FANI,VALIDATION,t-6h,2019-04-27T15:00:00Z,2019-04-27T15:00:00Z,0.0,3DIMG_27APR2019_1500_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190427_2100Z,NIO_2019_FANI,VALIDATION,t-3h,2019-04-27T18:00:00Z,2019-04-27T19:00:00Z,60.0,3DIMG_27APR2019_1900_L1C_ASIA_MER_V01R00.h5,NEAR_SYNOPTIC,True
NIO_2019_FANI_20190427_2100Z,NIO_2019_FANI,VALIDATION,t0,2019-04-27T21:00:00Z,2019-04-27T21:00:00Z,0.0,3DIMG_27APR2019_2100_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0000Z,NIO_2019_FANI,VALIDATION,t-15h,2019-04-27T09:00:00Z,2019-04-27T09:00:00Z,0.0,3DIMG_27APR2019_0900_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0000Z,NIO_2019_FANI,VALIDATION,t-12h,2019-04-27T12:00:00Z,2019-04-27T12:00:00Z,0.0,3DIMG_27APR2019_1200_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0000Z,NIO_2019_FANI,VALIDATION,t-9h,2019-04-27T15:00:00Z,2019-04-27T15:00:00Z,0.0,3DIMG_27APR2019_1500_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0000Z,NIO_2019_FANI,VALIDATION,t-6h,2019-04-27T18:00:00Z,2019-04-27T19:00:00Z,60.0,3DIMG_27APR2019_1900_L1C_ASIA_MER_V01R00.h5,NEAR_SYNOPTIC,True
NIO_2019_FANI_20190428_0000Z,NIO_2019_FANI,VALIDATION,t-3h,2019-04-27T21:00:00Z,2019-04-27T21:00:00Z,0.0,3DIMG_27APR2019_2100_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0000Z,NIO_2019_FANI,VALIDATION,t0,2019-04-28T00:00:00Z,2019-04-28T00:00:00Z,0.0,3DIMG_28APR2019_0000_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0300Z,NIO_2019_FANI,VALIDATION,t-15h,2019-04-27T12:00:00Z,2019-04-27T12:00:00Z,0.0,3DIMG_27APR2019_1200_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0300Z,NIO_2019_FANI,VALIDATION,t-12h,2019-04-27T15:00:00Z,2019-04-27T15:00:00Z,0.0,3DIMG_27APR2019_1500_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0300Z,NIO_2019_FANI,VALIDATION,t-9h,2019-04-27T18:00:00Z,2019-04-27T19:00:00Z,60.0,3DIMG_27APR2019_1900_L1C_ASIA_MER_V01R00.h5,NEAR_SYNOPTIC,True
NIO_2019_FANI_20190428_0300Z,NIO_2019_FANI,VALIDATION,t-6h,2019-04-27T21:00:00Z,2019-04-27T21:00:00Z,0.0,3DIMG_27APR2019_2100_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0300Z,NIO_2019_FANI,VALIDATION,t-3h,2019-04-28T00:00:00Z,2019-04-28T00:00:00Z,0.0,3DIMG_28APR2019_0000_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0300Z,NIO_2019_FANI,VALIDATION,t0,2019-04-28T03:00:00Z,2019-04-28T03:00:00Z,0.0,3DIMG_28APR2019_0300_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0600Z,NIO_2019_FANI,VALIDATION,t-15h,2019-04-27T15:00:00Z,2019-04-27T15:00:00Z,0.0,3DIMG_27APR2019_1500_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0600Z,NIO_2019_FANI,VALIDATION,t-12h,2019-04-27T18:00:00Z,2019-04-27T19:00:00Z,60.0,3DIMG_27APR2019_1900_L1C_ASIA_MER_V01R00.h5,NEAR_SYNOPTIC,True
NIO_2019_FANI_20190428_0600Z,NIO_2019_FANI,VALIDATION,t-9h,2019-04-27T21:00:00Z,2019-04-27T21:00:00Z,0.0,3DIMG_27APR2019_2100_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0600Z,NIO_2019_FANI,VALIDATION,t-6h,2019-04-28T00:00:00Z,2019-04-28T00:00:00Z,0.0,3DIMG_28APR2019_0000_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0600Z,NIO_2019_FANI,VALIDATION,t-3h,2019-04-28T03:00:00Z,2019-04-28T03:00:00Z,0.0,3DIMG_28APR2019_0300_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0600Z,NIO_2019_FANI,VALIDATION,t0,2019-04-28T06:00:00Z,2019-04-28T06:00:00Z,0.0,3DIMG_28APR2019_0600_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0900Z,NIO_2019_FANI,VALIDATION,t-15h,2019-04-27T18:00:00Z,2019-04-27T19:00:00Z,60.0,3DIMG_27APR2019_1900_L1C_ASIA_MER_V01R00.h5,NEAR_SYNOPTIC,True
NIO_2019_FANI_20190428_0900Z,NIO_2019_FANI,VALIDATION,t-12h,2019-04-27T21:00:00Z,2019-04-27T21:00:00Z,0.0,3DIMG_27APR2019_2100_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0900Z,NIO_2019_FANI,VALIDATION,t-9h,2019-04-28T00:00:00Z,2019-04-28T00:00:00Z,0.0,3DIMG_28APR2019_0000_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0900Z,NIO_2019_FANI,VALIDATION,t-6h,2019-04-28T03:00:00Z,2019-04-28T03:00:00Z,0.0,3DIMG_28APR2019_0300_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0900Z,NIO_2019_FANI,VALIDATION,t-3h,2019-04-28T06:00:00Z,2019-04-28T06:00:00Z,0.0,3DIMG_28APR2019_0600_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_0900Z,NIO_2019_FANI,VALIDATION,t0,2019-04-28T09:00:00Z,2019-04-28T09:00:00Z,0.0,3DIMG_28APR2019_0900_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_1200Z,NIO_2019_FANI,VALIDATION,t-15h,2019-04-27T21:00:00Z,2019-04-27T21:00:00Z,0.0,3DIMG_27APR2019_2100_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_1200Z,NIO_2019_FANI,VALIDATION,t-12h,2019-04-28T00:00:00Z,2019-04-28T00:00:00Z,0.0,3DIMG_28APR2019_0000_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_1200Z,NIO_2019_FANI,VALIDATION,t-9h,2019-04-28T03:00:00Z,2019-04-28T03:00:00Z,0.0,3DIMG_28APR2019_0300_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_1200Z,NIO_2019_FANI,VALIDATION,t-6h,2019-04-28T06:00:00Z,2019-04-28T06:00:00Z,0.0,3DIMG_28APR2019_0600_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_1200Z,NIO_2019_FANI,VALIDATION,t-3h,2019-04-28T09:00:00Z,2019-04-28T09:00:00Z,0.0,3DIMG_28APR2019_0900_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_1200Z,NIO_2019_FANI,VALIDATION,t0,2019-04-28T12:00:00Z,2019-04-28T12:00:00Z,0.0,3DIMG_28APR2019_1200_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_1500Z,NIO_2019_FANI,VALIDATION,t-15h,2019-04-28T00:00:00Z,2019-04-28T00:00:00Z,0.0,3DIMG_28APR2019_0000_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_1500Z,NIO_2019_FANI,VALIDATION,t-12h,2019-04-28T03:00:00Z,2019-04-28T03:00:00Z,0.0,3DIMG_28APR2019_0300_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_1500Z,NIO_2019_FANI,VALIDATION,t-9h,2019-04-28T06:00:00Z,2019-04-28T06:00:00Z,0.0,3DIMG_28APR2019_0600_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_1500Z,NIO_2019_FANI,VALIDATION,t-6h,2019-04-28T09:00:00Z,2019-04-28T09:00:00Z,0.0,3DIMG_28APR2019_0900_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_1500Z,NIO_2019_FANI,VALIDATION,t-3h,2019-04-28T12:00:00Z,2019-04-28T12:00:00Z,0.0,3DIMG_28APR2019_1200_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_1500Z,NIO_2019_FANI,VALIDATION,t0,2019-04-28T15:00:00Z,2019-04-28T15:00:00Z,0.0,3DIMG_28APR2019_1500_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_1800Z,NIO_2019_FANI,VALIDATION,t-15h,2019-04-28T03:00:00Z,2019-04-28T03:00:00Z,0.0,3DIMG_28APR2019_0300_L1C_ASIA_MER_V01R00.h5,EXACT,True
NIO_2019_FANI_20190428_1800Z,NIO_2019_FANI,VALIDATION,t-12h,2019-04-28T06:00:00Z,2019-04-28T06:00:00Z,0.0,3DIMG_28APR2019_0600_L1C_ASIA_MER_V01R00.h5,EXACT,True
