year,storm_id,source_file,source_page,source_table,source_row,raw_text,problem_type,problem_description,recommended_action,resolved
2020,,27_26e77b_rsmc-2020 with damage.pdf,308,,,"header=['', '• The wind speed will gradually increase\nbecoming gale wind speed reaching 75 to 85\nkmph gusting to 95 kmph from 20th morning\nalong and off north Odisha (Jagatsinghpur,\nKendrapara, Bhadrak, Balasore and Mayurbhanj\ndistricts) coast and West Bengal (east & west\nMedinipur, south & north 24 Parganas, Howrah,\nHoogli, Kolkata Districts) coast. It will gradually\nincrease thereafter becoming 100 to 110 kmph\ngusting to 125 kmph along & off the above\nmentioned districts of North Odisha.\n• Gale wind speed reaching 155 to 165 kmph\ngusting to 185 kmph very likely along & off east\nMedinipur and north & south 24 Parganas\ndistricts and 110-120 kmph gusting to 130 kmph\nover Kolkata, Hoogli, Howrah and West\nMedinipur Districts of West Bengal during the\ntime of landfall (20th afternoon to night).\n• Squally wind speed reaching 55-65 kmph\ngusting to 75 kmph likely to prevail over Puri,\nKhordha, Cuttack, Jajpur districts of Odisha\nduring 20th May 2020.\nDeep Sea area\n• Gale wind speed reaching 225-235 gusting to\n255 kmph is prevailing over westcentral Bay of\nBengal. It is likely to prevail over northern parts\nof central Bay of Bengal and adjoining North Bay\nof Bengal during 19th May.\n• Gale wind speed reaching 180-190 gusting 210\nkmph over north Bay of Bengal from 19th\nafternoon. It will gradually decrease becoming\n165-175 kmph gusting to 195 kmph by 20th\nafternoon.', '']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2020,,27_26e77b_rsmc-2020 with damage.pdf,312,,,"header=['Lead\nPeriod\n(hrs)', 'Base\nTime', 'Landfall Point\n(0N/0E)', None, 'Landfall Time\n(hours)', None, 'Operational\nError', None, 'LPA error\n(2015-19)', None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2020,,27_26e77b_rsmc-2020 with damage.pdf,312,,,"header=['Lead\nPeriod(hrs)', 'No. of obs.\nverified', 'Operational Track Forecast', None, 'Long Period Average (2015-\n19) Track Forecast', None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2020,,27_26e77b_rsmc-2020 with damage.pdf,316,,,"header=['', 'to 70kmph over Eastcentral and adjoining southeast Arabian\nSea during next 48 hours. It will gradually increase\nbecoming Gale wind speed reaching 60-70 kmph gusting to\n80 kmph over eastcentral Arabian Sea and along and off\nsouth Maharashtra coast from 2nd June morning and further\nbecoming 105-115 kmph gusting to 125 kmph over\neastcentral and northeast Arabian Sea along & off\nMaharashtra coast (Raigad, Mumbai, Palghar, Thane), 90-\n100 kmph gusting to 110 kmph along & off Valsad, Navsari\ndistricts of Gujarat, and 80-90 kmph gusting to 100 kmph\nalong & off Ratnagiri, Sindhudurg districts of Maharashtra,\n70-80 kmph gusting to 90 kmph along & off Surat & Bharuch\ndistricts of south Gujarat from 3rd June evening.\n\uf0d8 Squally wind, speed reaching 50-60 kmph gusting to 70\nkmph is likely prevail over eastcentral Arabian Sea along\nand off Karnataka-Goa coasts during next 48 hours.\n\uf0d8 Squally wind, speed reaching 40-50 kmph gusting to 60\nkmph is likely to prevail over Lakshadweep area and along\n& off Kerala coast during next 48 hours.', 'kmph are as given\nbelow:\nDevgad -92,\nRatnagiri – 110,\nHarnai – 74,\nAlibag – 102,\nMumbai\n(Colaba) – 92,\nThane – 75,\nRajgurunagar\n(Pune) – 65,\nAhmadnagar –\n50, Satara - 59']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2020,,27_26e77b_rsmc-2020 with damage.pdf,321,,,"header=['Lead\nPeriod(hrs)', 'No. of obs.\nverified', 'Operational Track Forecast', None, 'Long Period Average (2015-\n19) Track Forecast', None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2020,,27_26e77b_rsmc-2020 with damage.pdf,322,,,"header=['Lead\nPeriod\n(hrs)', 'N', 'Average error\nin Intensity\nforecast (kts)', None, 'LPA (2015-19)\nIntensity\nforecast error\n(kts)', None, 'Operational\nSkill* (%) in\nintensity\nforecast', None, 'LPA (2015-19)\nSkill* (%) in\nintensity\nforecast', None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2020,,27_26e77b_rsmc-2020 with damage.pdf,331,,,"header=['', 'Villupuram; Chengalpattu districts; 80-90\ngusting to 100 kmph very likely over\nTiruvarur, Kanchipuram, Chennai,\nTiruvallaur districts) during forenoon to night\nof 25th November, 2020.\n\uf0b7 Gale wind speed reaching 65-75 kmph\ngusting to 85 kmph very likely over\nadjoining westcentral Bay of Bengal and\nalong &amp; off South Andhra Pradesh\n(Nellore & Chittoor districts), Gulf of Mannar\nand along and off districts of south coastal\ndistricts of Tamil Nadu during forenoon to\nnight of 25th November, 2020.', '']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2020,,27_26e77b_rsmc-2020 with damage.pdf,335,,,"header=['Lead\nPeriod\n(hrs)', 'Base\nTime', 'Landfall Point\n(0N/0E)', None, 'Landfall Time\n(hours)', None, 'Operational\nError', None, 'LPA error\n(2015-19)', None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2020,,27_26e77b_rsmc-2020 with damage.pdf,337,,,"header=['Lead\nPeriod(hrs)', 'No. of obs.\nverified', 'Operational Track Forecast', None, 'Long Period Average (2015-\n19) Track Forecast', None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2020,,27_26e77b_rsmc-2020 with damage.pdf,340,,,"header=['', 'heavy rainfall likely over south\nTamilnadu on 2 nd & 4 th\nDecember 2020 and south\nKerala on 3 rd & 4 th\nDecember, 2020.\n\uf0b7 Heavy to very heavy rainfall\nat Isolated places very likely\nover north Tamilnadu,\nPuducherry, Mahe & Kariakal\nand north Kerala during 2nd & 3\nrd December, isolated heavy\nrainfall on 4th December and\nisolated heavy rainfall over\ncoastal Tamilnadu on 1st\nDecember.\n\uf0b7 Heavy rainfall at isolated\nplaces very likely over south\nCoastal Andhra Pradesh during\n2nd & 03rd December and over\nLakshadweep during 03rd and\n4th December, 2020.', '36, Chidambaram (dist Cuddalore)\n- 34, Parangipettai (dist\nCuddalore) - 26, Manalmedu (dist\nNagapattinam), Kurinjipadi (dist\nCuddalore) - 25\neach, Thiruthuraipoondi (dist\nTiruvarur) - 22, Sirkali (dist\nNagapattinam) , Kodavasal (dist\nTiruvarur) - 21 each, Rameswaram\n(dist Ramanathapuram) -\n20, Peravurani (dist Thanjavur),\nManjalaru (dist Thanjavur),\nBhuvanagiri (dist Cuddalore),\nMayiladuthurai (dist\nNagapattinam)- 19\neach, Karambakudi (dist\nPudukkottai), Pattukottai (dist\nThanjavur)-17 each, Madukkur\n(dist Thanjavur)-16, Srimushnam\n(dist Cuddalore)-15, Tindivanam\n(dist Villupuram), Nannilam (dist\nTiruvarur), Thiruvidaimaruthur (dist\nThanjavur)-14 each, Kumbakonam\n(dist Thanjavur), Ayyampettai (dist\nThanjavur), Valangaiman (dist\nTiruvarur), Panruti (dist\nCuddalore), Ulundurpet (dist\nVillupuram)-13 each, Aduthurai\n(dist Thanjavur), Alangudi (dist\nPudukkottai), Pandavaiyar Head\n(dist Tiruvarur) 12 each, Tiruvarur\n(dist Tiruvarur), Budalur (dist\nThanjavur), Mahabalipuram (dist\nChengalpattu), Mannargudi (dist\nTiruvarur)-11 each, Vallam (dist\nThanjavur), Perambalur (dist\nPerambalur), Thanjavur (dist\nThanjavur), Thirumanur (dist\nAriyalur) , Needamangalam (dist\nTiruvarur)-10 each, Sendurai (dist\nAriyalur) , Tirukattupalli (dist\nThanjavur) , Vilupuram (dist\nVillupuram) , Mylam Aws (dist\nVillupuram) , Cholavaram (dist\nTiruvallur) , Vanur (dist Villupuram)\n, Gandarvakottai (dist Pudukkottai)\n, Marakkanam (dist Villupuram) ,\nChengalpattu (dist Chengalpattu) ,\nGingee (dist Villupuram) - 9\neach, Keeranur (dist Pudukkottai) ,\nThalaignayer (dist Nagapattinam) ,\nAgaram Seegoor (dist Perambalur)']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2020,,27_26e77b_rsmc-2020 with damage.pdf,341,,,"header=['', '\uf0b7 Heavy rainfall at isolated\nplaces very likely over south\nCoastal Andhra Pradesh and\nLakshadweep on 3 rd & 04 th\nDecember.', ', Eraiyur (dist Perambalur) ,\nGummidipoondi (dist Tiruvallur) ,\nAdirampatnam (dist Thanjavur) ,\nManamelkudi (dist Pudukkottai) ,\nPullambadi (dist Trichy) ,\nAnnavasal (dist Pudukkottai) ,\nSamayapuram (dist Trichy) ,\nPamban (dist Ramanathapuram) ,\nPerungalur (dist Pudukkottai) ,\nTarangambadi (dist Nagapattinam)\n- 8 each , Labbaikudikadu (dist\nPerambalur) , Tozhudur (dist\nCuddalore) , Tirukoilur (dist\nVillupuram) , Thuvakudi Imti (dist\nTrichy) , Uthukottai (dist Tiruvallur)\n, Ariyalur (dist Ariyalur) , Anna\nUTY (dist Chennai) , Uthiramerur\n(dist Chengalpattu) , Tirupoondi\n(dist Nagapattinam) , Tirumayam\n(dist Pudukkottai) , Tondi (dist\nRamanathapuram) , TRP Town\n(dist Trichy) - 7 each\n4th December:\nNagapattinam (Nagapattinam) and\nKaraikal (Karaikal)-16 each,\nKodavasal (Tiruvarur) and\nBhuvanagiri (Cuddalore)- 15 each,\nSethiyathope (Cuddalore)-14,\nTarangambadi (Nagapattinam)-13,\nSirkali (Nagapattinam), DGP Office\n(Chennai), Vembakkam\n(Tiruvannamalai) and Srimushnam\n(Cuddalore)- 12 each,\nRameswaram (Ramanathapuram),\nAnna University (Chennai),\nTirupoondi (Nagapattinam) and\nKayalpattinam (Toothukudi)-11\neach, Sriperumbudur\n(Kancheepuram), Kollidam\n(Nagapattinam), Mgr Nagar\n(Chennai) and Pelandurai\n(Cuddalore)-10 each, Uthukottai\n(Tiruvallur), Chembarambakkam\n(Tiruvallur), Tuticorin (Toothukudi),\nThalaignayer (Nagapattinam)-9\neach\n5th December:\nMuthupet (dist Tiruvarur)-']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2020,,27_26e77b_rsmc-2020 with damage.pdf,343,,,"header=['', 'December forenoon for subsequent 24 hours.\n\uf0b7 The squally wind speed reaching 55-65 kmph\ngusting to 75 kmph is very likely to prevail over\nGulf of Mannar, along & off south Tamilnadu &\nKerala coasts, Comorin Area, Lakshadweep-\nMaldives area and adjoining southeast Arabian\nSea from 3rd December morning for subsequent\n48 hours.', 'kmph gusting to 80\nkmph']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2020,,27_26e77b_rsmc-2020 with damage.pdf,344,,,"header=['', '2nd December evening and 70-80 kmph gusting\nto 90 kmph from 3rd December forenoon for\nsubsequent 24 hours and decrease thereafter.\n\uf0b7 Squally wind speed reaching 45-55 kmph gusting\nto 65 kmph very likely over Lakshadweep-\nMaldives area and adjoining southeast Arabian\nSea from 3 rd December morning for next 48\nhours.', '']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,28,,,header=['There are 10 cyclonic disturbances (CDs) (MSW ≥ 17 kts) over the north Indian'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,29,,,"header=['A low pressure area formed over southeast Arabian Sea & adjoining Lakshadweep', None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,30,,,"header=['A low pressure area formed over eastcentral Bay of Bengal (BoB) in the', None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,31,,,header=['IST) of 30th September. It intensified into the cyclonic storm “Shaheen” over the'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,31,,,header=['crossed Oman coast during 0030-0130 IST of 4th Oct. with wind speed of 95-105'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,32,,,"header=['S.\nNo\n.', 'Cyclonic\nstorm/\nDepression', 'Date, Time&\nPlace of\ngenesis (Lat.\nN/long E)', 'Date, Time (UTC)\nPlace (Lat./Long.)\nof Landfall', 'Estimated\nlowest\ncentral\npressure,\nTime & Date\n(UTC) &\nLat.N/Long.\nE', 'Estimated\nMaximum\nwind\nspeed\n(kt), Date\n& Time', 'Max\nT.\nNo.\nAttai\nned']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['time', 'latitude', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,33,,,"header=['4', 'Deep\nDepression\nover the\nNorthwest\nBay of Bengal\nand adjoining\nOdisha coast\nduring 12\nSept- 15\nSept, 2021', '12th September,\n2021,1200 UTC\nover Bay of\nBengal near\n(20.3°N/87.4°)', 'Crossed north\nOdisha coast,\nclose to south of\nChandbali between\n0530 &\n0630 hrs IST as a\nDeep Depression', '990 hPa at\n0000 UTC\n13th\nSeptember,\n2021 near\n(20.6N/87.0E\n)', '30 knots\nat 0000\nUTC 13th\nSeptembe\nr, 2021\nnear\n(20.6N/87.\n0E)', 'T2.0']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,34,,,"header=['', '10 Nov- 12\nNov, 2021', 'Bengal near\n(10.6N/83.4E)', 'Andhra Pradesh\ncoasts close to\nChennai, near\nLat. 12.95°N and\nLong. 80.25°E\nduring 1730 and\n1830 hrs IST', 'Bengal near\n(10.6N/83.4E\n)', 'Bay of\nBengal\nnear\n(10.6N/83.\n4E)', '']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,35,,,"header=['S.No.', 'Type', 'Life Time in (Days)']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,35,,,"header=['S.No.', 'Type', 'Life Time in (Days)']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,35,,,"header=['S.No.', 'Type', 'Life Time in (Days)']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,36,,,"header=['CI No (≥)', '≥1.5', '.≥2.0', '.≥2.5', '.≥3.0', '.≥3.5', '.≥4.0', '.≥4.5', '.≥5.0', '≥5.5', '≥6.0']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,36,,,"header=['Basin', 'Number of cyclonic disturbances']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,39,,,"header=['TC Name', 'Basin', 'Period', 'Average Translational Speed', None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,39,,,"header=['TC Name', 'Velocity Flux\n(102 kt)', 'Accumulated\nCyclone Energy\n(104 kt2)', 'Power Dissipation\nIndex (106 kt3)']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,56,,,header=['xiii. The operational landfall point errors were 27 and 71 km for 24 and 48 hrs lead period'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,60,,,"header=['S.N', 'Parameter', 'TAUKTAE, 2021', 'Kandla Cyclone, 1998']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=confirmed; missing_groups=['date', 'time', 'latitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,61,,,"header=['', '', 'Large area was impacted at the\ntime of landfall', 'force winds. After re-\nemerging into Gulf of Kutch, it\nmade the second landfall\nnear Bhuj.']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,65,,,header=['The mean wind speed and wind shear in middle and deep layer is presented in'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,96,,,header=['The six hourly maximum sustained wind speed & estimated central pressure and'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,131,,,"header=['Fig.2.6.1: Observed track of cyclonic storm “Gulab” during 24th – 28th September, 2021']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=confirmed; missing_groups=['date', 'time', 'latitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,133,,,header=['Sea and intensified into a severe cyclonic storm. It crossed south Gujarat coast as a'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=confirmed; missing_groups=['date', 'time', 'latitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,170,,,"header=['Pakistan : As per media reports, the cyclone caused light rain and gusty winds in parts of']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,193,,,"header=['Station', 'Time (UTC) / MSLP (hPa), wind direction (Speed knots)', None, None, None, None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,205,,,header=['JAWAD was the 5th cyclone over the north Indian Ocean (NIO) during the year 2021'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=confirmed; missing_groups=['date', 'time', 'latitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,206,,,"header=['The peak maximum sustained wind speed (MSW) of the cyclone was 70-80 kmph', None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=confirmed; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,207,,,header=['Cabinet Secretary and special review meetings chaired by Hon’ble Prime Minister of'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=confirmed; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,210,,,header=['The mean wind speed and wind shear in middle and deep layer are presented'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,231,,,"header=['2.11.6.2. Peak wind speed (kmph) recorded by various Meteorological', None, None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,243,,,"header=['LEAD-TIME', '12h', '24h', '36h', '48h', '60h', '72h', '84h', '96h', '108h', '120h']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,243,,,"header=['Lead Time', '12 Hr', '24 Hr', '36 Hr', '48 Hr', '60 Hr', '72 Hr', '84 Hr', '96 Hr', '108 Hr', '120 Hr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,281,,,"header=['Lead time →', '12H', '24H', '36H', '48H', '60H', '72H', '84H']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,283,,,"header=['Lead time\n→', '12 hr', '24 hr', '36 hr', '48 hr', '60 hr', '72 hr', '84hr', '96hr', '108hr', '120hr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2021,,27_81bdf0_RSMC Report 2021.pdf,285,,,"header=['Lead time\n→', '12H', '24H', '36H', '48H', '60H', '72H', '84H', '96H', '108H']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
