sample_id,storm_id,storm_name,split,t0_utc,gridsat_sequence_reference,imerg_sequence_reference,gridsat_frame_count,imerg_frame_count,spatial_shape,normalization_version,modality_status,target_status,leakage_check,dataset_status
NIO_2006_UNNAMED_2_2_1_20060426_0900Z,NIO_2006_UNNAMED_2_2_1,UNNAMED_2_2_1,TRAIN,2006-04-26T09:00:00Z,data/interim/gridsat/2006/gridsat_2006.04.25.18.npz|data/interim/gridsat/2006/gridsat_2006.04.25.21.npz|data/interim/gridsat/2006/gridsat_2006.04.26.00.npz|data/interim/gridsat/2006/gridsat_2006.04.26.03.npz|data/interim/gridsat/2006/gridsat_2006.04.26.06.npz|data/interim/gridsat/2006/gridsat_2006.04.26.09.npz,3B-HHR.MS.MRG.3IMERG.20060425-S180000-E182959.1080.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060425-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S090000-E092959.0540.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_1_20060426_1200Z,NIO_2006_UNNAMED_2_2_1,UNNAMED_2_2_1,TRAIN,2006-04-26T12:00:00Z,data/interim/gridsat/2006/gridsat_2006.04.25.21.npz|data/interim/gridsat/2006/gridsat_2006.04.26.00.npz|data/interim/gridsat/2006/gridsat_2006.04.26.03.npz|data/interim/gridsat/2006/gridsat_2006.04.26.06.npz|data/interim/gridsat/2006/gridsat_2006.04.26.09.npz|data/interim/gridsat/2006/gridsat_2006.04.26.12.npz,3B-HHR.MS.MRG.3IMERG.20060425-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S120000-E122959.0720.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_1_20060426_1500Z,NIO_2006_UNNAMED_2_2_1,UNNAMED_2_2_1,TRAIN,2006-04-26T15:00:00Z,data/interim/gridsat/2006/gridsat_2006.04.26.00.npz|data/interim/gridsat/2006/gridsat_2006.04.26.03.npz|data/interim/gridsat/2006/gridsat_2006.04.26.06.npz|data/interim/gridsat/2006/gridsat_2006.04.26.09.npz|data/interim/gridsat/2006/gridsat_2006.04.26.12.npz|data/interim/gridsat/2006/gridsat_2006.04.26.15.npz,3B-HHR.MS.MRG.3IMERG.20060426-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S150000-E152959.0900.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_1_20060426_1800Z,NIO_2006_UNNAMED_2_2_1,UNNAMED_2_2_1,TRAIN,2006-04-26T18:00:00Z,data/interim/gridsat/2006/gridsat_2006.04.26.03.npz|data/interim/gridsat/2006/gridsat_2006.04.26.06.npz|data/interim/gridsat/2006/gridsat_2006.04.26.09.npz|data/interim/gridsat/2006/gridsat_2006.04.26.12.npz|data/interim/gridsat/2006/gridsat_2006.04.26.15.npz|data/interim/gridsat/2006/gridsat_2006.04.26.18.npz,3B-HHR.MS.MRG.3IMERG.20060426-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S150000-E152959.0900.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S180000-E182959.1080.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_1_20060426_2100Z,NIO_2006_UNNAMED_2_2_1,UNNAMED_2_2_1,TRAIN,2006-04-26T21:00:00Z,data/interim/gridsat/2006/gridsat_2006.04.26.06.npz|data/interim/gridsat/2006/gridsat_2006.04.26.09.npz|data/interim/gridsat/2006/gridsat_2006.04.26.12.npz|data/interim/gridsat/2006/gridsat_2006.04.26.15.npz|data/interim/gridsat/2006/gridsat_2006.04.26.18.npz|data/interim/gridsat/2006/gridsat_2006.04.26.21.npz,3B-HHR.MS.MRG.3IMERG.20060426-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S150000-E152959.0900.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S180000-E182959.1080.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S210000-E212959.1260.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_1_20060427_0000Z,NIO_2006_UNNAMED_2_2_1,UNNAMED_2_2_1,TRAIN,2006-04-27T00:00:00Z,data/interim/gridsat/2006/gridsat_2006.04.26.09.npz|data/interim/gridsat/2006/gridsat_2006.04.26.12.npz|data/interim/gridsat/2006/gridsat_2006.04.26.15.npz|data/interim/gridsat/2006/gridsat_2006.04.26.18.npz|data/interim/gridsat/2006/gridsat_2006.04.26.21.npz|data/interim/gridsat/2006/gridsat_2006.04.27.00.npz,3B-HHR.MS.MRG.3IMERG.20060426-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S150000-E152959.0900.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S180000-E182959.1080.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S000000-E002959.0000.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_1_20060427_0300Z,NIO_2006_UNNAMED_2_2_1,UNNAMED_2_2_1,TRAIN,2006-04-27T03:00:00Z,data/interim/gridsat/2006/gridsat_2006.04.26.12.npz|data/interim/gridsat/2006/gridsat_2006.04.26.15.npz|data/interim/gridsat/2006/gridsat_2006.04.26.18.npz|data/interim/gridsat/2006/gridsat_2006.04.26.21.npz|data/interim/gridsat/2006/gridsat_2006.04.27.00.npz|data/interim/gridsat/2006/gridsat_2006.04.27.03.npz,3B-HHR.MS.MRG.3IMERG.20060426-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S150000-E152959.0900.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S180000-E182959.1080.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S030000-E032959.0180.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_1_20060427_0600Z,NIO_2006_UNNAMED_2_2_1,UNNAMED_2_2_1,TRAIN,2006-04-27T06:00:00Z,data/interim/gridsat/2006/gridsat_2006.04.26.15.npz|data/interim/gridsat/2006/gridsat_2006.04.26.18.npz|data/interim/gridsat/2006/gridsat_2006.04.26.21.npz|data/interim/gridsat/2006/gridsat_2006.04.27.00.npz|data/interim/gridsat/2006/gridsat_2006.04.27.03.npz|data/interim/gridsat/2006/gridsat_2006.04.27.06.npz,3B-HHR.MS.MRG.3IMERG.20060426-S150000-E152959.0900.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S180000-E182959.1080.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S060000-E062959.0360.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_1_20060427_0900Z,NIO_2006_UNNAMED_2_2_1,UNNAMED_2_2_1,TRAIN,2006-04-27T09:00:00Z,data/interim/gridsat/2006/gridsat_2006.04.26.18.npz|data/interim/gridsat/2006/gridsat_2006.04.26.21.npz|data/interim/gridsat/2006/gridsat_2006.04.27.00.npz|data/interim/gridsat/2006/gridsat_2006.04.27.03.npz|data/interim/gridsat/2006/gridsat_2006.04.27.06.npz|data/interim/gridsat/2006/gridsat_2006.04.27.09.npz,3B-HHR.MS.MRG.3IMERG.20060426-S180000-E182959.1080.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060426-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S090000-E092959.0540.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_1_20060427_1200Z,NIO_2006_UNNAMED_2_2_1,UNNAMED_2_2_1,TRAIN,2006-04-27T12:00:00Z,data/interim/gridsat/2006/gridsat_2006.04.26.21.npz|data/interim/gridsat/2006/gridsat_2006.04.27.00.npz|data/interim/gridsat/2006/gridsat_2006.04.27.03.npz|data/interim/gridsat/2006/gridsat_2006.04.27.06.npz|data/interim/gridsat/2006/gridsat_2006.04.27.09.npz|data/interim/gridsat/2006/gridsat_2006.04.27.12.npz,3B-HHR.MS.MRG.3IMERG.20060426-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S120000-E122959.0720.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_1_20060427_1500Z,NIO_2006_UNNAMED_2_2_1,UNNAMED_2_2_1,TRAIN,2006-04-27T15:00:00Z,data/interim/gridsat/2006/gridsat_2006.04.27.00.npz|data/interim/gridsat/2006/gridsat_2006.04.27.03.npz|data/interim/gridsat/2006/gridsat_2006.04.27.06.npz|data/interim/gridsat/2006/gridsat_2006.04.27.09.npz|data/interim/gridsat/2006/gridsat_2006.04.27.12.npz|data/interim/gridsat/2006/gridsat_2006.04.27.15.npz,3B-HHR.MS.MRG.3IMERG.20060427-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S150000-E152959.0900.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_1_20060427_1800Z,NIO_2006_UNNAMED_2_2_1,UNNAMED_2_2_1,TRAIN,2006-04-27T18:00:00Z,data/interim/gridsat/2006/gridsat_2006.04.27.03.npz|data/interim/gridsat/2006/gridsat_2006.04.27.06.npz|data/interim/gridsat/2006/gridsat_2006.04.27.09.npz|data/interim/gridsat/2006/gridsat_2006.04.27.12.npz|data/interim/gridsat/2006/gridsat_2006.04.27.15.npz|data/interim/gridsat/2006/gridsat_2006.04.27.18.npz,3B-HHR.MS.MRG.3IMERG.20060427-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S150000-E152959.0900.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060427-S180000-E182959.1080.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_3_20060702_0000Z,NIO_2006_UNNAMED_2_2_3,UNNAMED_2_2_3,TRAIN,2006-07-02T00:00:00Z,data/interim/gridsat/2006/gridsat_2006.07.01.09.npz|data/interim/gridsat/2006/gridsat_2006.07.01.12.npz|data/interim/gridsat/2006/gridsat_2006.07.01.15.npz|data/interim/gridsat/2006/gridsat_2006.07.01.18.npz|data/interim/gridsat/2006/gridsat_2006.07.01.21.npz|data/interim/gridsat/2006/gridsat_2006.07.02.00.npz,3B-HHR.MS.MRG.3IMERG.20060701-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060701-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060701-S150000-E152959.0900.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060701-S180000-E182959.1080.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060701-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S000000-E002959.0000.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_3_20060702_0300Z,NIO_2006_UNNAMED_2_2_3,UNNAMED_2_2_3,TRAIN,2006-07-02T03:00:00Z,data/interim/gridsat/2006/gridsat_2006.07.01.12.npz|data/interim/gridsat/2006/gridsat_2006.07.01.15.npz|data/interim/gridsat/2006/gridsat_2006.07.01.18.npz|data/interim/gridsat/2006/gridsat_2006.07.01.21.npz|data/interim/gridsat/2006/gridsat_2006.07.02.00.npz|data/interim/gridsat/2006/gridsat_2006.07.02.03.npz,3B-HHR.MS.MRG.3IMERG.20060701-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060701-S150000-E152959.0900.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060701-S180000-E182959.1080.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060701-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S030000-E032959.0180.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_3_20060702_0600Z,NIO_2006_UNNAMED_2_2_3,UNNAMED_2_2_3,TRAIN,2006-07-02T06:00:00Z,data/interim/gridsat/2006/gridsat_2006.07.01.15.npz|data/interim/gridsat/2006/gridsat_2006.07.01.18.npz|data/interim/gridsat/2006/gridsat_2006.07.01.21.npz|data/interim/gridsat/2006/gridsat_2006.07.02.00.npz|data/interim/gridsat/2006/gridsat_2006.07.02.03.npz|data/interim/gridsat/2006/gridsat_2006.07.02.06.npz,3B-HHR.MS.MRG.3IMERG.20060701-S150000-E152959.0900.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060701-S180000-E182959.1080.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060701-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S060000-E062959.0360.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_3_20060702_0900Z,NIO_2006_UNNAMED_2_2_3,UNNAMED_2_2_3,TRAIN,2006-07-02T09:00:00Z,data/interim/gridsat/2006/gridsat_2006.07.01.18.npz|data/interim/gridsat/2006/gridsat_2006.07.01.21.npz|data/interim/gridsat/2006/gridsat_2006.07.02.00.npz|data/interim/gridsat/2006/gridsat_2006.07.02.03.npz|data/interim/gridsat/2006/gridsat_2006.07.02.06.npz|data/interim/gridsat/2006/gridsat_2006.07.02.09.npz,3B-HHR.MS.MRG.3IMERG.20060701-S180000-E182959.1080.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060701-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S090000-E092959.0540.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_3_20060702_1200Z,NIO_2006_UNNAMED_2_2_3,UNNAMED_2_2_3,TRAIN,2006-07-02T12:00:00Z,data/interim/gridsat/2006/gridsat_2006.07.01.21.npz|data/interim/gridsat/2006/gridsat_2006.07.02.00.npz|data/interim/gridsat/2006/gridsat_2006.07.02.03.npz|data/interim/gridsat/2006/gridsat_2006.07.02.06.npz|data/interim/gridsat/2006/gridsat_2006.07.02.09.npz|data/interim/gridsat/2006/gridsat_2006.07.02.12.npz,3B-HHR.MS.MRG.3IMERG.20060701-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S120000-E122959.0720.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_3_20060702_1500Z,NIO_2006_UNNAMED_2_2_3,UNNAMED_2_2_3,TRAIN,2006-07-02T15:00:00Z,data/interim/gridsat/2006/gridsat_2006.07.02.00.npz|data/interim/gridsat/2006/gridsat_2006.07.02.03.npz|data/interim/gridsat/2006/gridsat_2006.07.02.06.npz|data/interim/gridsat/2006/gridsat_2006.07.02.09.npz|data/interim/gridsat/2006/gridsat_2006.07.02.12.npz|data/interim/gridsat/2006/gridsat_2006.07.02.15.npz,3B-HHR.MS.MRG.3IMERG.20060702-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S150000-E152959.0900.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_3_20060702_1800Z,NIO_2006_UNNAMED_2_2_3,UNNAMED_2_2_3,TRAIN,2006-07-02T18:00:00Z,data/interim/gridsat/2006/gridsat_2006.07.02.03.npz|data/interim/gridsat/2006/gridsat_2006.07.02.06.npz|data/interim/gridsat/2006/gridsat_2006.07.02.09.npz|data/interim/gridsat/2006/gridsat_2006.07.02.12.npz|data/interim/gridsat/2006/gridsat_2006.07.02.15.npz|data/interim/gridsat/2006/gridsat_2006.07.02.18.npz,3B-HHR.MS.MRG.3IMERG.20060702-S030000-E032959.0180.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S150000-E152959.0900.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S180000-E182959.1080.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_3_20060702_2100Z,NIO_2006_UNNAMED_2_2_3,UNNAMED_2_2_3,TRAIN,2006-07-02T21:00:00Z,data/interim/gridsat/2006/gridsat_2006.07.02.06.npz|data/interim/gridsat/2006/gridsat_2006.07.02.09.npz|data/interim/gridsat/2006/gridsat_2006.07.02.12.npz|data/interim/gridsat/2006/gridsat_2006.07.02.15.npz|data/interim/gridsat/2006/gridsat_2006.07.02.18.npz|data/interim/gridsat/2006/gridsat_2006.07.02.21.npz,3B-HHR.MS.MRG.3IMERG.20060702-S060000-E062959.0360.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S150000-E152959.0900.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S180000-E182959.1080.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S210000-E212959.1260.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_3_20060703_0000Z,NIO_2006_UNNAMED_2_2_3,UNNAMED_2_2_3,TRAIN,2006-07-03T00:00:00Z,data/interim/gridsat/2006/gridsat_2006.07.02.09.npz|data/interim/gridsat/2006/gridsat_2006.07.02.12.npz|data/interim/gridsat/2006/gridsat_2006.07.02.15.npz|data/interim/gridsat/2006/gridsat_2006.07.02.18.npz|data/interim/gridsat/2006/gridsat_2006.07.02.21.npz|data/interim/gridsat/2006/gridsat_2006.07.03.00.npz,3B-HHR.MS.MRG.3IMERG.20060702-S090000-E092959.0540.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S150000-E152959.0900.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S180000-E182959.1080.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060703-S000000-E002959.0000.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
NIO_2006_UNNAMED_2_2_3_20060703_0300Z,NIO_2006_UNNAMED_2_2_3,UNNAMED_2_2_3,TRAIN,2006-07-03T03:00:00Z,data/interim/gridsat/2006/gridsat_2006.07.02.12.npz|data/interim/gridsat/2006/gridsat_2006.07.02.15.npz|data/interim/gridsat/2006/gridsat_2006.07.02.18.npz|data/interim/gridsat/2006/gridsat_2006.07.02.21.npz|data/interim/gridsat/2006/gridsat_2006.07.03.00.npz|data/interim/gridsat/2006/gridsat_2006.07.03.03.npz,3B-HHR.MS.MRG.3IMERG.20060702-S120000-E122959.0720.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S150000-E152959.0900.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S180000-E182959.1080.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060702-S210000-E212959.1260.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060703-S000000-E002959.0000.V07B.HDF5|3B-HHR.MS.MRG.3IMERG.20060703-S030000-E032959.0180.V07B.HDF5,6,6,"(72, 116)",v1_train_standardized,GRIDSAT_AND_IMERG_AVAILABLE,IMD_TARGETS_AVAILABLE,ZERO_FUTURE_LEAKAGE,READY
