sample_id,storm_id,split,t0,grid_sat_t_minus_15h,grid_sat_t_minus_12h,grid_sat_t_minus_9h,grid_sat_t_minus_6h,grid_sat_t_minus_3h,grid_sat_t0,insat_t_minus_15h,insat_t_minus_12h,insat_t_minus_9h,insat_t_minus_6h,insat_t_minus_3h,insat_t0,insat_timestamps,timestamp_offsets_minutes,max_offset_minutes,mean_offset_minutes,channels,calibration_status,spatial_projection,spatial_shape,is_causal_verified,current_center_lat,current_center_lon,current_wind_kt,current_pressure_hpa,current_category,target_center_12h_lat,target_center_12h_lon,target_wind_12h_kt,target_pressure_12h_hpa,target_category_12h,has_target_12h,target_center_24h_lat,target_center_24h_lon,target_wind_24h_kt,target_pressure_24h_hpa,target_category_24h,has_target_24h,target_center_48h_lat,target_center_48h_lon,target_wind_48h_kt,target_pressure_48h_hpa,target_category_48h,has_target_48h
NIO_2019_KYARR_20191029_0600Z,NIO_2019_KYARR,VALIDATION,2019-10-29T06:00:00Z,data/interim/gridsat/2019/gridsat_2019.10.28.15.npz,data/interim/gridsat/2019/gridsat_2019.10.28.18.npz,data/interim/gridsat/2019/gridsat_2019.10.28.21.npz,data/interim/gridsat/2019/gridsat_2019.10.29.00.npz,data/interim/gridsat/2019/gridsat_2019.10.29.03.npz,data/interim/gridsat/2019/gridsat_2019.10.29.06.npz,3DIMG_28OCT2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_28OCT2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_28OCT2019_2130_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_0600_L1C_ASIA_MER_V01R00.h5,"[""2019-10-28T15:00:00Z"", ""2019-10-28T19:00:00Z"", ""2019-10-28T21:30:00Z"", ""2019-10-29T00:00:00Z"", ""2019-10-29T03:00:00Z"", ""2019-10-29T06:00:00Z""]","[0.0, 60.0, 30.0, 0.0, 0.0, 0.0]",60.0,15.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,19.4,63.2,110.0,946.0,ESCS,19.6,62.8,95.0,960.0,ESCS,True,19.4,61.8,75.0,978.0,VSCS,True,17.7,60.1,40.0,998.0,CS,True
NIO_2019_KYARR_20191029_0900Z,NIO_2019_KYARR,VALIDATION,2019-10-29T09:00:00Z,data/interim/gridsat/2019/gridsat_2019.10.28.18.npz,data/interim/gridsat/2019/gridsat_2019.10.28.21.npz,data/interim/gridsat/2019/gridsat_2019.10.29.00.npz,data/interim/gridsat/2019/gridsat_2019.10.29.03.npz,data/interim/gridsat/2019/gridsat_2019.10.29.06.npz,data/interim/gridsat/2019/gridsat_2019.10.29.09.npz,3DIMG_28OCT2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_28OCT2019_2130_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_0900_L1C_ASIA_MER_V01R00.h5,"[""2019-10-28T19:00:00Z"", ""2019-10-28T21:30:00Z"", ""2019-10-29T00:00:00Z"", ""2019-10-29T03:00:00Z"", ""2019-10-29T06:00:00Z"", ""2019-10-29T09:00:00Z""]","[60.0, 30.0, 0.0, 0.0, 0.0, 0.0]",60.0,15.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,19.4,63.1,105.0,950.0,ESCS,19.6,62.6,90.0,966.0,ESCS,True,19.3,61.7,70.0,982.0,VSCS,True,17.5,60.0,40.0,998.0,CS,True
NIO_2019_KYARR_20191029_1200Z,NIO_2019_KYARR,VALIDATION,2019-10-29T12:00:00Z,data/interim/gridsat/2019/gridsat_2019.10.28.21.npz,data/interim/gridsat/2019/gridsat_2019.10.29.00.npz,data/interim/gridsat/2019/gridsat_2019.10.29.03.npz,data/interim/gridsat/2019/gridsat_2019.10.29.06.npz,data/interim/gridsat/2019/gridsat_2019.10.29.09.npz,data/interim/gridsat/2019/gridsat_2019.10.29.12.npz,3DIMG_28OCT2019_2130_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_1200_L1C_ASIA_MER_V01R00.h5,"[""2019-10-28T21:30:00Z"", ""2019-10-29T00:00:00Z"", ""2019-10-29T03:00:00Z"", ""2019-10-29T06:00:00Z"", ""2019-10-29T09:00:00Z"", ""2019-10-29T12:00:00Z""]","[30.0, 0.0, 0.0, 0.0, 0.0, 0.0]",30.0,5.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,19.5,63.1,100.0,956.0,ESCS,19.6,62.3,85.0,970.0,VSCS,True,19.0,61.5,65.0,984.0,VSCS,True,17.4,59.9,35.0,999.0,CS,True
NIO_2019_KYARR_20191029_1500Z,NIO_2019_KYARR,VALIDATION,2019-10-29T15:00:00Z,data/interim/gridsat/2019/gridsat_2019.10.29.00.npz,data/interim/gridsat/2019/gridsat_2019.10.29.03.npz,data/interim/gridsat/2019/gridsat_2019.10.29.06.npz,data/interim/gridsat/2019/gridsat_2019.10.29.09.npz,data/interim/gridsat/2019/gridsat_2019.10.29.12.npz,data/interim/gridsat/2019/gridsat_2019.10.29.15.npz,3DIMG_29OCT2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_1500_L1C_ASIA_MER_V01R00.h5,"[""2019-10-29T00:00:00Z"", ""2019-10-29T03:00:00Z"", ""2019-10-29T06:00:00Z"", ""2019-10-29T09:00:00Z"", ""2019-10-29T12:00:00Z"", ""2019-10-29T15:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,19.5,62.9,100.0,956.0,ESCS,19.6,62.1,80.0,974.0,VSCS,True,18.9,61.2,60.0,988.0,SCS,True,17.2,59.6,30.0,1001.0,DD,True
NIO_2019_KYARR_20191029_1800Z,NIO_2019_KYARR,VALIDATION,2019-10-29T18:00:00Z,data/interim/gridsat/2019/gridsat_2019.10.29.03.npz,data/interim/gridsat/2019/gridsat_2019.10.29.06.npz,data/interim/gridsat/2019/gridsat_2019.10.29.09.npz,data/interim/gridsat/2019/gridsat_2019.10.29.12.npz,data/interim/gridsat/2019/gridsat_2019.10.29.15.npz,data/interim/gridsat/2019/gridsat_2019.10.29.18.npz,3DIMG_29OCT2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_1800_L1C_ASIA_MER_V01R00.h5,"[""2019-10-29T03:00:00Z"", ""2019-10-29T06:00:00Z"", ""2019-10-29T09:00:00Z"", ""2019-10-29T12:00:00Z"", ""2019-10-29T15:00:00Z"", ""2019-10-29T18:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,19.6,62.8,95.0,960.0,ESCS,19.4,61.8,75.0,978.0,VSCS,True,18.7,61.0,55.0,990.0,SCS,True,16.8,59.6,30.0,1001.0,DD,True
NIO_2019_KYARR_20191029_2100Z,NIO_2019_KYARR,VALIDATION,2019-10-29T21:00:00Z,data/interim/gridsat/2019/gridsat_2019.10.29.06.npz,data/interim/gridsat/2019/gridsat_2019.10.29.09.npz,data/interim/gridsat/2019/gridsat_2019.10.29.12.npz,data/interim/gridsat/2019/gridsat_2019.10.29.15.npz,data/interim/gridsat/2019/gridsat_2019.10.29.18.npz,data/interim/gridsat/2019/gridsat_2019.10.29.21.npz,3DIMG_29OCT2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_2100_L1C_ASIA_MER_V01R00.h5,"[""2019-10-29T06:00:00Z"", ""2019-10-29T09:00:00Z"", ""2019-10-29T12:00:00Z"", ""2019-10-29T15:00:00Z"", ""2019-10-29T19:00:00Z"", ""2019-10-29T21:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 60.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,19.6,62.6,90.0,966.0,ESCS,19.3,61.7,70.0,982.0,VSCS,True,18.5,60.7,55.0,991.0,SCS,True,16.7,59.5,30.0,1001.0,DD,True
NIO_2019_KYARR_20191030_0000Z,NIO_2019_KYARR,VALIDATION,2019-10-30T00:00:00Z,data/interim/gridsat/2019/gridsat_2019.10.29.09.npz,data/interim/gridsat/2019/gridsat_2019.10.29.12.npz,data/interim/gridsat/2019/gridsat_2019.10.29.15.npz,data/interim/gridsat/2019/gridsat_2019.10.29.18.npz,data/interim/gridsat/2019/gridsat_2019.10.29.21.npz,data/interim/gridsat/2019/gridsat_2019.10.30.00.npz,3DIMG_29OCT2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0000_L1C_ASIA_MER_V01R00.h5,"[""2019-10-29T09:00:00Z"", ""2019-10-29T12:00:00Z"", ""2019-10-29T15:00:00Z"", ""2019-10-29T19:00:00Z"", ""2019-10-29T21:00:00Z"", ""2019-10-30T00:00:00Z""]","[0.0, 0.0, 0.0, 60.0, 0.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,19.6,62.3,85.0,970.0,VSCS,19.0,61.5,65.0,984.0,VSCS,True,18.4,60.5,50.0,994.0,SCS,True,16.5,59.3,25.0,1002.0,D,True
NIO_2019_KYARR_20191030_0300Z,NIO_2019_KYARR,VALIDATION,2019-10-30T03:00:00Z,data/interim/gridsat/2019/gridsat_2019.10.29.12.npz,data/interim/gridsat/2019/gridsat_2019.10.29.15.npz,data/interim/gridsat/2019/gridsat_2019.10.29.18.npz,data/interim/gridsat/2019/gridsat_2019.10.29.21.npz,data/interim/gridsat/2019/gridsat_2019.10.30.00.npz,data/interim/gridsat/2019/gridsat_2019.10.30.03.npz,3DIMG_29OCT2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0300_L1C_ASIA_MER_V01R00.h5,"[""2019-10-29T12:00:00Z"", ""2019-10-29T15:00:00Z"", ""2019-10-29T19:00:00Z"", ""2019-10-29T21:00:00Z"", ""2019-10-30T00:00:00Z"", ""2019-10-30T03:00:00Z""]","[0.0, 0.0, 60.0, 0.0, 0.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,19.6,62.1,80.0,974.0,VSCS,18.9,61.2,60.0,988.0,SCS,True,18.0,60.2,45.0,996.0,CS,True,16.3,59.0,25.0,1002.0,D,True
NIO_2019_KYARR_20191030_0600Z,NIO_2019_KYARR,VALIDATION,2019-10-30T06:00:00Z,data/interim/gridsat/2019/gridsat_2019.10.29.15.npz,data/interim/gridsat/2019/gridsat_2019.10.29.18.npz,data/interim/gridsat/2019/gridsat_2019.10.29.21.npz,data/interim/gridsat/2019/gridsat_2019.10.30.00.npz,data/interim/gridsat/2019/gridsat_2019.10.30.03.npz,data/interim/gridsat/2019/gridsat_2019.10.30.06.npz,3DIMG_29OCT2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0600_L1C_ASIA_MER_V01R00.h5,"[""2019-10-29T15:00:00Z"", ""2019-10-29T19:00:00Z"", ""2019-10-29T21:00:00Z"", ""2019-10-30T00:00:00Z"", ""2019-10-30T03:00:00Z"", ""2019-10-30T06:00:00Z""]","[0.0, 60.0, 0.0, 0.0, 0.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,19.4,61.8,75.0,978.0,VSCS,18.7,61.0,55.0,990.0,SCS,True,17.7,60.1,40.0,998.0,CS,True,16.0,58.7,25.0,1002.0,D,True
NIO_2019_KYARR_20191030_0900Z,NIO_2019_KYARR,VALIDATION,2019-10-30T09:00:00Z,data/interim/gridsat/2019/gridsat_2019.10.29.18.npz,data/interim/gridsat/2019/gridsat_2019.10.29.21.npz,data/interim/gridsat/2019/gridsat_2019.10.30.00.npz,data/interim/gridsat/2019/gridsat_2019.10.30.03.npz,data/interim/gridsat/2019/gridsat_2019.10.30.06.npz,data/interim/gridsat/2019/gridsat_2019.10.30.09.npz,3DIMG_29OCT2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_29OCT2019_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0900_L1C_ASIA_MER_V01R00.h5,"[""2019-10-29T19:00:00Z"", ""2019-10-29T21:00:00Z"", ""2019-10-30T00:00:00Z"", ""2019-10-30T03:00:00Z"", ""2019-10-30T06:00:00Z"", ""2019-10-30T09:00:00Z""]","[60.0, 0.0, 0.0, 0.0, 0.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,19.3,61.7,70.0,982.0,VSCS,18.5,60.7,55.0,991.0,SCS,True,17.5,60.0,40.0,998.0,CS,True,15.8,58.4,25.0,1002.0,D,True
NIO_2019_KYARR_20191030_1200Z,NIO_2019_KYARR,VALIDATION,2019-10-30T12:00:00Z,data/interim/gridsat/2019/gridsat_2019.10.29.21.npz,data/interim/gridsat/2019/gridsat_2019.10.30.00.npz,data/interim/gridsat/2019/gridsat_2019.10.30.03.npz,data/interim/gridsat/2019/gridsat_2019.10.30.06.npz,data/interim/gridsat/2019/gridsat_2019.10.30.09.npz,data/interim/gridsat/2019/gridsat_2019.10.30.12.npz,3DIMG_29OCT2019_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_1200_L1C_ASIA_MER_V01R00.h5,"[""2019-10-29T21:00:00Z"", ""2019-10-30T00:00:00Z"", ""2019-10-30T03:00:00Z"", ""2019-10-30T06:00:00Z"", ""2019-10-30T09:00:00Z"", ""2019-10-30T12:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,19.0,61.5,65.0,984.0,VSCS,18.4,60.5,50.0,994.0,SCS,True,17.4,59.9,35.0,999.0,CS,True,15.4,57.5,25.0,1002.0,D,True
NIO_2019_KYARR_20191030_1500Z,NIO_2019_KYARR,VALIDATION,2019-10-30T15:00:00Z,data/interim/gridsat/2019/gridsat_2019.10.30.00.npz,data/interim/gridsat/2019/gridsat_2019.10.30.03.npz,data/interim/gridsat/2019/gridsat_2019.10.30.06.npz,data/interim/gridsat/2019/gridsat_2019.10.30.09.npz,data/interim/gridsat/2019/gridsat_2019.10.30.12.npz,data/interim/gridsat/2019/gridsat_2019.10.30.15.npz,3DIMG_30OCT2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_1500_L1C_ASIA_MER_V01R00.h5,"[""2019-10-30T00:00:00Z"", ""2019-10-30T03:00:00Z"", ""2019-10-30T06:00:00Z"", ""2019-10-30T09:00:00Z"", ""2019-10-30T12:00:00Z"", ""2019-10-30T15:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,18.9,61.2,60.0,988.0,SCS,18.0,60.2,45.0,996.0,CS,True,17.2,59.6,30.0,1001.0,DD,True,15.0,57.4,25.0,1002.0,D,True
NIO_2019_KYARR_20191030_1800Z,NIO_2019_KYARR,VALIDATION,2019-10-30T18:00:00Z,data/interim/gridsat/2019/gridsat_2019.10.30.03.npz,data/interim/gridsat/2019/gridsat_2019.10.30.06.npz,data/interim/gridsat/2019/gridsat_2019.10.30.09.npz,data/interim/gridsat/2019/gridsat_2019.10.30.12.npz,data/interim/gridsat/2019/gridsat_2019.10.30.15.npz,data/interim/gridsat/2019/gridsat_2019.10.30.18.npz,3DIMG_30OCT2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_1800_L1C_ASIA_MER_V01R00.h5,"[""2019-10-30T03:00:00Z"", ""2019-10-30T06:00:00Z"", ""2019-10-30T09:00:00Z"", ""2019-10-30T12:00:00Z"", ""2019-10-30T15:00:00Z"", ""2019-10-30T18:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,18.7,61.0,55.0,990.0,SCS,17.7,60.1,40.0,998.0,CS,True,16.8,59.6,30.0,1001.0,DD,True,14.5,57.0,25.0,1002.0,D,True
NIO_2019_KYARR_20191030_2100Z,NIO_2019_KYARR,VALIDATION,2019-10-30T21:00:00Z,data/interim/gridsat/2019/gridsat_2019.10.30.06.npz,data/interim/gridsat/2019/gridsat_2019.10.30.09.npz,data/interim/gridsat/2019/gridsat_2019.10.30.12.npz,data/interim/gridsat/2019/gridsat_2019.10.30.15.npz,data/interim/gridsat/2019/gridsat_2019.10.30.18.npz,data/interim/gridsat/2019/gridsat_2019.10.30.21.npz,3DIMG_30OCT2019_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_2100_L1C_ASIA_MER_V01R00.h5,"[""2019-10-30T06:00:00Z"", ""2019-10-30T09:00:00Z"", ""2019-10-30T12:00:00Z"", ""2019-10-30T15:00:00Z"", ""2019-10-30T19:00:00Z"", ""2019-10-30T21:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 60.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,18.5,60.7,55.0,991.0,SCS,17.5,60.0,40.0,998.0,CS,True,16.7,59.5,30.0,1001.0,DD,True,14.0,56.4,25.0,1002.0,D,True
NIO_2019_KYARR_20191031_0000Z,NIO_2019_KYARR,VALIDATION,2019-10-31T00:00:00Z,data/interim/gridsat/2019/gridsat_2019.10.30.09.npz,data/interim/gridsat/2019/gridsat_2019.10.30.12.npz,data/interim/gridsat/2019/gridsat_2019.10.30.15.npz,data/interim/gridsat/2019/gridsat_2019.10.30.18.npz,data/interim/gridsat/2019/gridsat_2019.10.30.21.npz,data/interim/gridsat/2019/gridsat_2019.10.31.00.npz,3DIMG_30OCT2019_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_31OCT2019_0000_L1C_ASIA_MER_V01R00.h5,"[""2019-10-30T09:00:00Z"", ""2019-10-30T12:00:00Z"", ""2019-10-30T15:00:00Z"", ""2019-10-30T19:00:00Z"", ""2019-10-30T21:00:00Z"", ""2019-10-31T00:00:00Z""]","[0.0, 0.0, 0.0, 60.0, 0.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,18.4,60.5,50.0,994.0,SCS,17.4,59.9,35.0,999.0,CS,True,16.5,59.3,25.0,1002.0,D,True,13.7,55.8,25.0,1002.0,D,True
NIO_2019_KYARR_20191031_0300Z,NIO_2019_KYARR,VALIDATION,2019-10-31T03:00:00Z,data/interim/gridsat/2019/gridsat_2019.10.30.12.npz,data/interim/gridsat/2019/gridsat_2019.10.30.15.npz,data/interim/gridsat/2019/gridsat_2019.10.30.18.npz,data/interim/gridsat/2019/gridsat_2019.10.30.21.npz,data/interim/gridsat/2019/gridsat_2019.10.31.00.npz,data/interim/gridsat/2019/gridsat_2019.10.31.03.npz,3DIMG_30OCT2019_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_31OCT2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_31OCT2019_0300_L1C_ASIA_MER_V01R00.h5,"[""2019-10-30T12:00:00Z"", ""2019-10-30T15:00:00Z"", ""2019-10-30T19:00:00Z"", ""2019-10-30T21:00:00Z"", ""2019-10-31T00:00:00Z"", ""2019-10-31T03:00:00Z""]","[0.0, 0.0, 60.0, 0.0, 0.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,18.0,60.2,45.0,996.0,CS,17.2,59.6,30.0,1001.0,DD,True,16.3,59.0,25.0,1002.0,D,True,13.5,55.0,25.0,1003.0,D,True
NIO_2019_KYARR_20191031_0600Z,NIO_2019_KYARR,VALIDATION,2019-10-31T06:00:00Z,data/interim/gridsat/2019/gridsat_2019.10.30.15.npz,data/interim/gridsat/2019/gridsat_2019.10.30.18.npz,data/interim/gridsat/2019/gridsat_2019.10.30.21.npz,data/interim/gridsat/2019/gridsat_2019.10.31.00.npz,data/interim/gridsat/2019/gridsat_2019.10.31.03.npz,data/interim/gridsat/2019/gridsat_2019.10.31.06.npz,3DIMG_30OCT2019_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_30OCT2019_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_31OCT2019_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_31OCT2019_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_31OCT2019_0600_L1C_ASIA_MER_V01R00.h5,"[""2019-10-30T15:00:00Z"", ""2019-10-30T19:00:00Z"", ""2019-10-30T21:00:00Z"", ""2019-10-31T00:00:00Z"", ""2019-10-31T03:00:00Z"", ""2019-10-31T06:00:00Z""]","[0.0, 60.0, 0.0, 0.0, 0.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,17.7,60.1,40.0,998.0,CS,16.8,59.6,30.0,1001.0,DD,True,16.0,58.7,25.0,1002.0,D,True,13.1,54.1,25.0,1003.0,D,True
