storm_id,storm_name,year,start_time_utc,end_time_utc,num_observations,split,source_file,source_report,first_source_page,last_source_page,quality_status,manual_review_count
NIO_2012_MURJAN,MURJAN,2012,2012-10-23T03:00:00+00:00,2012-10-26T03:00:00+00:00,12,TRAIN,27_2138f3_rsmc-2012.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2012,74,74,OK,0
NIO_2012_NILAM,NILAM,2012,2012-10-28T06:00:00+00:00,2012-10-31T06:00:00+00:00,19,TRAIN,27_2138f3_rsmc-2012.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2012,93,93,REVIEW_REQUIRED,1
NIO_2012_UNNAMED_2_4_1,,2012,2012-11-17T06:00:00+00:00,2012-11-19T12:00:00+00:00,12,TRAIN,27_2138f3_rsmc-2012.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2012,135,135,OK,0
NIO_2012_ECEMBER,ECEMBER,2012,2012-12-22T09:00:00+00:00,2012-12-25T00:00:00+00:00,8,TRAIN,27_2138f3_rsmc-2012.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2012,149,149,OK,0
NIO_2013_VIYARU,VIYARU,2013,2013-05-10T09:00:00+00:00,2013-05-15T06:00:00+00:00,38,TRAIN,27_14ab8f_rsmc-2013.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2013,33,33,OK,0
NIO_2013_UNNAMED_2_2_1,,2013,2013-05-29T03:00:00+00:00,2013-05-31T09:00:00+00:00,15,TRAIN,27_14ab8f_rsmc-2013.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2013,46,46,OK,0
NIO_2013_UNNAMED_2_3_1,,2013,2013-07-30T03:00:00+00:00,2013-08-01T00:00:00+00:00,9,TRAIN,27_14ab8f_rsmc-2013.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2013,49,49,OK,0
NIO_2013_IGHA,IGHA,2013,2013-08-20T00:00:00+00:00,2013-08-20T03:00:00+00:00,2,TRAIN,27_14ab8f_rsmc-2013.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2013,55,55,OK,0
NIO_2013_PHAILIN,PHAILIN,2013,2013-10-08T03:00:00+00:00,2013-10-13T00:00:00+00:00,37,TRAIN,27_14ab8f_rsmc-2013.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2013,69,69,OK,0
NIO_2013_UNNAMED_2_6_1,,2013,2013-11-08T06:00:00+00:00,2013-11-11T06:00:00+00:00,16,TRAIN,27_14ab8f_rsmc-2013.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2013,96,96,OK,0
NIO_2013_UNNAMED_2_8_1,,2013,2013-11-19T00:00:00+00:00,2013-11-22T18:00:00+00:00,28,TRAIN,27_14ab8f_rsmc-2013.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2013,113,113,OK,0
NIO_2013_LEHAR,LEHAR,2013,2013-11-23T12:00:00+00:00,2013-11-28T03:00:00+00:00,36,TRAIN,27_14ab8f_rsmc-2013.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2013,125,125,OK,0
NIO_2013_MADI,MADI,2013,2013-12-06T03:00:00+00:00,2013-12-10T12:00:00+00:00,33,TRAIN,27_14ab8f_rsmc-2013.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2013,140,140,OK,0
NIO_2013_IS,IS,2013,,,2,TRAIN,27_14ab8f_rsmc-2013.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2013,99,99,REVIEW_REQUIRED,2
NIO_2014_ARE,ARE,2014,2014-01-04T03:00:00+00:00,2014-05-23T00:00:00+00:00,14,TRAIN,27_4e1280_rsmc-2014.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2014,32,40,OK,0
NIO_2014_UNNAMED_2_3_1,,2014,2014-06-10T09:00:00+00:00,2014-06-14T00:00:00+00:00,26,TRAIN,27_4e1280_rsmc-2014.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2014,53,53,OK,0
NIO_2014_UNNAMED_02,,2014,2014-07-21T03:00:00+00:00,2014-07-22T00:00:00+00:00,5,TRAIN,27_4e1280_rsmc-2014.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2014,63,63,OK,0
NIO_2014_UNNAMED_03,,2014,2014-08-03T12:00:00+00:00,2014-08-07T00:00:00+00:00,19,TRAIN,27_4e1280_rsmc-2014.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2014,70,70,OK,0
NIO_2014_HUDHUD,HUDHUD,2014,2014-10-07T03:00:00+00:00,2014-10-08T03:00:00+00:00,6,TRAIN,27_4e1280_rsmc-2014.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2014,79,79,OK,0
NIO_2014_NILOFAR,NILOFAR,2014,2014-10-25T00:00:00+00:00,2014-10-28T00:00:00+00:00,22,TRAIN,27_4e1280_rsmc-2014.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2014,115,115,OK,0
NIO_2014_UNNAMED_04,,2014,2014-11-05T09:00:00+00:00,2014-11-08T00:00:00+00:00,14,TRAIN,27_4e1280_rsmc-2014.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2014,135,135,OK,0
NIO_2015_ASHOBAA,ASHOBAA,2015,2015-06-07T03:00:00+00:00,2015-06-08T00:00:00+00:00,5,TRAIN,27_9bbd0d_RSMC-2015.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2015,35,35,OK,0
NIO_2015_UNNAMED_2_2_1,,2015,2015-06-20T03:00:00+00:00,2015-06-21T18:00:00+00:00,9,TRAIN,27_9bbd0d_RSMC-2015.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2015,47,47,OK,0
NIO_2015_UNNAMED_2_3_1,,2015,2015-06-22T03:00:00+00:00,2015-06-24T18:00:00+00:00,14,TRAIN,27_9bbd0d_RSMC-2015.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2015,55,55,OK,0
NIO_2015_UNNAMED_2_4_1,,2015,2015-07-10T03:00:00+00:00,2015-07-12T09:00:00+00:00,19,TRAIN,27_9bbd0d_RSMC-2015.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2015,62,62,OK,0
NIO_2015_KOMEN,KOMEN,2015,2015-07-26T00:00:00+00:00,2015-07-31T00:00:00+00:00,29,TRAIN,27_9bbd0d_RSMC-2015.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2015,81,81,OK,0
NIO_2015_UNNAMED_2_5_1,,2015,2015-07-27T12:00:00+00:00,2015-07-29T06:00:00+00:00,15,TRAIN,27_9bbd0d_RSMC-2015.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2015,69,69,OK,0
NIO_2015_UNNAMED_2_7_1,,2015,2015-08-04T03:00:00+00:00,2015-08-04T18:00:00+00:00,5,TRAIN,27_9bbd0d_RSMC-2015.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2015,106,106,OK,0
NIO_2015_UNNAMED_2_8_1,,2015,2015-09-16T03:00:00+00:00,2015-09-19T00:00:00+00:00,24,TRAIN,27_9bbd0d_RSMC-2015.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2015,111,111,OK,0
NIO_2015_UNNAMED_2_9_1,,2015,2015-10-09T00:00:00+00:00,2015-10-12T00:00:00+00:00,16,TRAIN,27_9bbd0d_RSMC-2015.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2015,124,124,OK,0
NIO_2015_CHAPALA,CHAPALA,2015,2015-10-28T03:00:00+00:00,2015-10-31T21:00:00+00:00,31,TRAIN,27_9bbd0d_RSMC-2015.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2015,140,140,REVIEW_REQUIRED,1
NIO_2015_MEGH,MEGH,2015,2015-11-05T00:00:00+00:00,2015-11-08T18:00:00+00:00,30,TRAIN,27_9bbd0d_RSMC-2015.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2015,172,172,OK,0
NIO_2015_UNNAMED_2_12_1,,2015,2015-11-08T03:00:00+00:00,2015-11-10T03:00:00+00:00,11,TRAIN,27_9bbd0d_RSMC-2015.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2015,192,192,OK,0
NIO_2016_UNNAMED_2_3_1,,2016,2016-07-06T03:00:00+00:00,2016-07-07T00:00:00+00:00,5,TRAIN,27_ad292c_rsmc-2016.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2016,65,65,OK,0
NIO_2016_UNNAMED_2_4_1,,2016,2016-08-09T09:00:00+00:00,2016-08-12T18:00:00+00:00,18,TRAIN,27_ad292c_rsmc-2016.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2016,71,71,OK,0
NIO_2016_UNNAMED_2_5_1,,2016,2016-08-16T12:00:00+00:00,2016-08-20T18:00:00+00:00,22,TRAIN,27_ad292c_rsmc-2016.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2016,79,79,OK,0
NIO_2016_VARDAH,VARDAH,2016,2016-12-06T09:00:00+00:00,2016-12-08T06:00:00+00:00,11,TRAIN,27_ad292c_rsmc-2016.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2016,143,143,OK,0
NIO_2016_KYANT,KYANT,2016,,,32,TRAIN,27_ad292c_rsmc-2016.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2016,90,90,REVIEW_REQUIRED,32
NIO_2016_UNNAMED_2_10_1,,2016,,,9,TRAIN,27_ad292c_rsmc-2016.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2016,174,174,REVIEW_REQUIRED,9
NIO_2016_UNNAMED_2_1_1,,2016,,,9,TRAIN,27_ad292c_rsmc-2016.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2016,32,32,REVIEW_REQUIRED,9
NIO_2016_UNNAMED_2_2_1,,2016,,,9,TRAIN,27_ad292c_rsmc-2016.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2016,58,58,REVIEW_REQUIRED,9
NIO_2016_UNNAMED_2_7_1,,2016,,,9,TRAIN,27_ad292c_rsmc-2016.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2016,110,110,REVIEW_REQUIRED,9
NIO_2016_UNNAMED_2_8_1,,2016,,,18,TRAIN,27_ad292c_rsmc-2016.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2016,125,125,REVIEW_REQUIRED,18
NIO_2017_MAARUTHA,MAARUTHA,2017,2017-04-15T00:00:00+00:00,2017-04-16T06:00:00+00:00,10,TRAIN,27_bbaf11_rsmc-2017.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2017,36,36,OK,0
NIO_2017_MORA,MORA,2017,2017-05-28T00:00:00+00:00,2017-05-30T18:00:00+00:00,22,TRAIN,27_bbaf11_rsmc-2017.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2017,54,54,OK,0
NIO_2017_UNNAMED_2_3_1,,2017,2017-06-11T12:00:00+00:00,2017-06-12T18:00:00+00:00,7,TRAIN,27_bbaf11_rsmc-2017.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2017,76,76,OK,0
NIO_2017_UNNAMED_2_4_1,,2017,2017-07-18T00:00:00+00:00,2017-07-19T00:00:00+00:00,6,TRAIN,27_bbaf11_rsmc-2017.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2017,84,84,OK,0
NIO_2017_UNNAMED_2_6_1,,2017,2017-10-10T00:00:00+00:00,2107-10-09T18:00:00+00:00,8,TRAIN,27_bbaf11_rsmc-2017.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2017,99,99,OK,0
NIO_2017_UNNAMED_2_7_1,,2017,2017-10-19T00:00:00+00:00,2017-10-19T18:00:00+00:00,5,TRAIN,27_bbaf11_rsmc-2017.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2017,108,108,OK,0
NIO_2017_UNNAMED_2_8_1,,2017,2017-11-15T03:00:00+00:00,2017-11-17T03:00:00+00:00,11,TRAIN,27_bbaf11_rsmc-2017.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2017,125,125,OK,0
NIO_2017_OCKHI,OCKHI,2017,2017-11-29T03:00:00+00:00,2017-12-01T18:00:00+00:00,20,TRAIN,27_bbaf11_rsmc-2017.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2017,148,148,OK,0
NIO_2017_UNNAMED_2_10_1,,2017,2017-12-06T03:00:00+00:00,2017-12-09T06:00:00+00:00,17,TRAIN,27_bbaf11_rsmc-2017.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2017,217,217,OK,0
NIO_2018_UNNAMED_2_1_1,,2018,2018-03-13T03:00:00+00:00,2018-03-14T18:00:00+00:00,9,TRAIN,27_60dae9_rsmc-2018.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2018,42,42,OK,0
NIO_2018_MEKUNU,MEKUNU,2018,2018-05-21T12:00:00+00:00,2018-05-27T00:00:00+00:00,41,TRAIN,27_60dae9_rsmc-2018.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2018,69,70,OK,0
NIO_2018_UNNAMED_2_4_1,,2018,2018-05-29T06:00:00+00:00,2018-05-30T03:00:00+00:00,5,TRAIN,27_60dae9_rsmc-2018.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2018,90,90,OK,0
NIO_2018_UNNAMED_2_5_1,,2018,2018-06-10T06:00:00+00:00,2018-06-10T12:00:00+00:00,2,TRAIN,27_60dae9_rsmc-2018.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2018,97,97,OK,0
NIO_2018_UNNAMED_2_6_1,,2018,2018-07-21T03:00:00+00:00,2018-07-23T00:00:00+00:00,11,TRAIN,27_60dae9_rsmc-2018.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2018,104,104,OK,0
NIO_2018_UNNAMED_2_7_1,,2018,2018-08-07T09:00:00+00:00,2018-08-08T00:00:00+00:00,4,TRAIN,27_60dae9_rsmc-2018.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2018,112,112,OK,0
NIO_2018_UNNAMED_2_8_1,,2018,2018-08-15T03:00:00+00:00,2018-08-17T00:00:00+00:00,10,TRAIN,27_60dae9_rsmc-2018.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2018,122,122,OK,0
NIO_2018_DAYE,DAYE,2018,2018-09-19T15:00:00+00:00,2018-09-22T06:00:00+00:00,17,TRAIN,27_60dae9_rsmc-2018.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2018,142,142,OK,0
NIO_2018_LUBAN,LUBAN,2018,2018-10-06T09:00:00+00:00,2018-10-15T00:00:00+00:00,64,TRAIN,27_60dae9_rsmc-2018.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2018,161,162,REVIEW_REQUIRED,31
NIO_2018_TITLI,TITLI,2018,2018-10-08T03:00:00+00:00,2018-10-12T21:00:00+00:00,34,TRAIN,27_60dae9_rsmc-2018.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2018,191,192,REVIEW_REQUIRED,14
NIO_2018_VISAKHAPATNAM,VISAKHAPATNAM,2018,2018-12-13T00:00:00+00:00,2018-12-17T18:00:00+00:00,31,TRAIN,27_60dae9_rsmc-2018.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2018,253,254,REVIEW_REQUIRED,11
NIO_2019_PABUK,PABUK,2019,2019-01-04T12:00:00+00:00,2019-01-07T18:00:00+00:00,22,VALIDATION,27_fddc6c_rsmc2020.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2019,42,42,OK,0
NIO_2019_FANI,FANI,2019,2019-04-26T03:00:00+00:00,2019-05-04T12:00:00+00:00,64,VALIDATION,27_fddc6c_rsmc2020.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2019,59,61,OK,0
NIO_2019_VAYU,VAYU,2019,2019-06-10T00:00:00+00:00,2019-06-17T12:00:00+00:00,59,VALIDATION,27_fddc6c_rsmc2020.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2019,96,97,OK,0
NIO_2019_UNNAMED_2_4_1,,2019,2019-08-06T03:00:00+00:00,2019-08-09T06:00:00+00:00,17,VALIDATION,27_fddc6c_rsmc2020.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2019,124,124,OK,0
NIO_2019_HIKAA,HIKAA,2019,2019-09-22T03:00:00+00:00,2019-09-25T06:00:00+00:00,22,VALIDATION,27_fddc6c_rsmc2020.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2019,142,143,OK,0
NIO_2019_UNNAMED_2_6_1,,2019,2019-09-29T12:00:00+00:00,2019-10-01T00:00:00+00:00,8,VALIDATION,27_fddc6c_rsmc2020.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2019,158,158,OK,0
NIO_2019_KYARR,KYARR,2019,2019-10-24T03:00:00+00:00,2019-11-02T15:00:00+00:00,74,VALIDATION,27_fddc6c_rsmc2020.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2019,168,170,OK,0
NIO_2019_UNNAMED_2_9_1,,2019,2019-11-05T00:00:00+00:00,2019-11-10T09:00:00+00:00,38,VALIDATION,27_fddc6c_rsmc2020.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2019,235,235,OK,0
NIO_2019_PAWAN,PAWAN,2019,2019-12-02T12:00:00+00:00,2019-12-07T09:00:00+00:00,32,VALIDATION,27_fddc6c_rsmc2020.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2019,259,260,OK,0
NIO_2019_UNNAMED_2_12_1,,2019,2019-12-08T09:00:00+00:00,2019-12-10T03:00:00+00:00,10,VALIDATION,27_fddc6c_rsmc2020.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2019,288,288,OK,0
NIO_2020_AMPHAN,AMPHAN,2020,2020-05-16T00:00:00+00:00,2020-05-20T09:00:00+00:00,36,VALIDATION,27_26e77b_rsmc-2020 with damage.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2020,40,40,OK,0
NIO_2020_UNNAMED_01,,2020,2020-05-29T09:00:00+00:00,2020-05-31T18:00:00+00:00,13,VALIDATION,27_26e77b_rsmc-2020 with damage.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2020,96,96,OK,0
NIO_2020_NISARGA,NISARGA,2020,2020-06-01T00:00:00+00:00,2020-06-03T06:00:00+00:00,16,VALIDATION,27_26e77b_rsmc-2020 with damage.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2020,107,107,OK,0
NIO_2020_UNNAMED_2_5_1,,2020,2020-10-11T00:00:00+00:00,2020-10-12T03:00:00+00:00,7,VALIDATION,27_26e77b_rsmc-2020 with damage.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2020,131,131,OK,0
NIO_2020_UNNAMED_2_6_1,,2020,2020-10-17T03:00:00+00:00,2020-10-18T18:00:00+00:00,9,VALIDATION,27_26e77b_rsmc-2020 with damage.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2020,150,150,OK,0
NIO_2020_UNNAMED_2_7_1,,2020,2020-10-22T03:00:00+00:00,2020-10-23T18:00:00+00:00,10,VALIDATION,27_26e77b_rsmc-2020 with damage.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2020,160,160,OK,0
NIO_2020_UNNAMED_2_8_1,,2020,2020-11-21T00:00:00+00:00,2020-11-24T03:00:00+00:00,16,VALIDATION,27_26e77b_rsmc-2020 with damage.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2020,172,173,OK,0
NIO_2020_NIVAR,NIVAR,2020,2020-11-22T21:00:00+00:00,2020-11-26T18:00:00+00:00,28,VALIDATION,27_26e77b_rsmc-2020 with damage.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2020,192,192,OK,0
NIO_2020_BUREVI,BUREVI,2020,2020-11-30T00:00:00+00:00,2020-12-05T03:00:00+00:00,35,VALIDATION,27_26e77b_rsmc-2020 with damage.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2020,223,224,OK,0
NIO_2021_UNNAMED_02,,2021,2021-04-02T00:00:00+00:00,2021-04-03T03:00:00+00:00,7,TEST,27_81bdf0_RSMC Report 2021.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2021,42,42,OK,0
NIO_2021_TAUKTAE,TAUKTAE,2021,2021-05-14T03:00:00+00:00,2021-05-19T06:00:00+00:00,40,TEST,27_81bdf0_RSMC Report 2021.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2021,58,59,OK,0
NIO_2021_YAAS,YAAS,2021,2021-05-23T06:00:00+00:00,2021-05-27T18:00:00+00:00,31,TEST,27_81bdf0_RSMC Report 2021.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2021,91,91,OK,0
NIO_2021_UNNAMED_2_5_1,,2021,2021-09-12T12:00:00+00:00,2021-09-14T18:00:00+00:00,12,TEST,27_81bdf0_RSMC Report 2021.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2021,118,118,OK,0
NIO_2021_GULAB,GULAB,2021,2021-09-24T12:00:00+00:00,2021-09-28T03:00:00+00:00,24,TEST,27_81bdf0_RSMC Report 2021.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2021,132,132,OK,0
NIO_2021_SHAHEEN,SHAHEEN,2021,2021-09-30T00:00:00+00:00,2021-10-04T06:00:00+00:00,32,TEST,27_81bdf0_RSMC Report 2021.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2021,152,152,OK,0
NIO_2021_UNNAMED_2_8_1,,2021,2021-11-07T03:00:00+00:00,2021-11-08T18:00:00+00:00,9,TEST,27_81bdf0_RSMC Report 2021.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2021,173,173,OK,0
NIO_2021_UNNAMED_2_9_1,,2021,2021-11-10T12:00:00+00:00,2021-11-11T18:00:00+00:00,7,TEST,27_81bdf0_RSMC Report 2021.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2021,182,183,OK,0
NIO_2021_UNNAMED_2_10_1,,2021,2021-11-19T00:00:00+00:00,2021-11-19T03:00:00+00:00,6,TEST,27_81bdf0_RSMC Report 2021.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2021,195,195,REVIEW_REQUIRED,4
NIO_2021_JAWAD,JAWAD,2021,2021-12-02T12:00:00+00:00,2021-12-05T18:00:00+00:00,22,TEST,27_81bdf0_RSMC Report 2021.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2021,207,208,REVIEW_REQUIRED,1
NIO_2022_UNNAMED_2_2_1,,2022,2022-03-03T00:00:00+00:00,2022-03-06T00:00:00+00:00,16,TEST,27_501da8_RSMC full report 2022 13 Jan.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2022,51,51,OK,0
NIO_2022_ASANI,ASANI,2022,2022-05-07T06:00:00+00:00,2022-05-12T00:00:00+00:00,35,TEST,27_501da8_RSMC full report 2022 13 Jan.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2022,80,81,OK,0
NIO_2022_EPR,EPR,2022,2022-07-16T03:00:00+00:00,2022-07-17T18:00:00+00:00,9,TEST,27_501da8_RSMC full report 2022 13 Jan.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2022,115,115,OK,0
NIO_2022_UNNAMED_2_7_1,,2022,2022-08-09T03:00:00+00:00,2022-08-09T18:00:00+00:00,4,TEST,27_501da8_RSMC full report 2022 13 Jan.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2022,127,127,OK,0
NIO_2022_UNNAMED_2_8_1,,2022,2022-08-12T03:00:00+00:00,2022-08-13T06:00:00+00:00,7,TEST,27_501da8_RSMC full report 2022 13 Jan.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2022,140,140,OK,0
NIO_2022_UNNAMED_2_9_1,,2022,2022-08-14T03:00:00+00:00,2022-08-16T06:00:00+00:00,12,TEST,27_501da8_RSMC full report 2022 13 Jan.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2022,150,150,OK,0
NIO_2022_NO,NO,2022,2022-08-19T00:00:00+00:00,2022-08-23T00:00:00+00:00,22,TEST,27_501da8_RSMC full report 2022 13 Jan.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2022,166,166,REVIEW_REQUIRED,1
NIO_2022_EPRESSION,EPRESSION,2022,2022-09-11T00:00:00+00:00,2022-09-12T00:00:00+00:00,6,TEST,27_501da8_RSMC full report 2022 13 Jan.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2022,187,187,OK,0
