storm_id,storm_name,year,split,start_timestamp_utc,end_timestamp_utc,observation_count,max_wind_kt,min_pressure_hpa,peak_category,min_latitude,max_latitude,min_longitude,max_longitude
NIO_2016_UNNAMED_2_8_1,NIO_2016_UNNAMED_2_8_1,2016,TRAIN,2016-11-29T12:00:00+00:00,2016-12-01T21:00:00+00:00,18,40.0,988.0,D,6.5,11.0,42.0,87.5
NIO_2016_VARDAH,VARDAH,2016,TRAIN,2016-12-06T09:00:00+00:00,2016-12-08T06:00:00+00:00,11,35.0,998.0,CS,8.5,11.5,90.5,91.0
NIO_2016_UNNAMED_2_10_1,NIO_2016_UNNAMED_2_10_1,2016,TRAIN,2016-12-17T03:00:00+00:00,2016-12-18T03:00:00+00:00,9,25.0,994.0,D,9.4,11.8,56.8,62.5
NIO_2017_MAARUTHA,MAARUTHA,2017,TRAIN,2017-04-15T00:00:00+00:00,2017-04-16T06:00:00+00:00,10,40.0,996.0,CS,12.0,17.0,88.0,92.9
NIO_2017_MORA,MORA,2017,TRAIN,2017-05-28T00:00:00+00:00,2017-05-30T18:00:00+00:00,22,60.0,978.0,D,14.0,25.3,88.5,92.4
NIO_2017_UNNAMED_2_3_1,NIO_2017_UNNAMED_2_3_1,2017,TRAIN,2017-06-11T12:00:00+00:00,2017-06-12T18:00:00+00:00,7,30.0,988.0,D,20.5,24.5,89.5,91.5
NIO_2017_UNNAMED_2_4_1,NIO_2017_UNNAMED_2_4_1,2017,TRAIN,2017-07-18T00:00:00+00:00,2017-07-19T00:00:00+00:00,6,25.0,992.0,D,19.0,20.1,85.2,86.0
NIO_2017_UNNAMED_2_6_1,NIO_2017_UNNAMED_2_6_1,2017,TRAIN,2017-10-09T00:00:00+00:00,2017-10-10T06:00:00+00:00,8,30.0,996.0,D,22.4,23.8,86.6,88.4
NIO_2017_UNNAMED_2_7_1,NIO_2017_UNNAMED_2_7_1,2017,TRAIN,2017-10-19T00:00:00+00:00,2017-10-19T18:00:00+00:00,5,25.0,998.0,D,16.5,20.3,86.3,86.5
NIO_2017_UNNAMED_2_8_1,NIO_2017_UNNAMED_2_8_1,2017,TRAIN,2017-11-15T03:00:00+00:00,2017-11-17T03:00:00+00:00,11,25.0,1001.0,D,15.0,19.5,83.0,86.3
NIO_2017_OCKHI,OCKHI,2017,TRAIN,2017-11-29T03:00:00+00:00,2017-12-01T18:00:00+00:00,20,70.0,982.0,VSCS,6.2,9.4,72.1,81.8
NIO_2017_UNNAMED_2_10_1,NIO_2017_UNNAMED_2_10_1,2017,TRAIN,2017-12-06T03:00:00+00:00,2017-12-09T06:00:00+00:00,17,30.0,1002.0,D,8.5,19.5,86.2,88.5
NIO_2018_UNNAMED_2_1_1,NIO_2018_UNNAMED_2_1_1,2018,TRAIN,2018-03-13T03:00:00+00:00,2018-03-14T18:00:00+00:00,9,25.0,1006.0,D,5.0,9.1,72.5,76.0
NIO_2018_MEKUNU,MEKUNU,2018,TRAIN,2018-05-21T12:00:00+00:00,2018-05-27T00:00:00+00:00,41,90.0,960.0,3,8.5,19.0,52.6,58.5
NIO_2018_UNNAMED_2_4_1,NIO_2018_UNNAMED_2_4_1,2018,TRAIN,2018-05-29T06:00:00+00:00,2018-05-30T03:00:00+00:00,5,30.0,992.0,D,18.5,21.8,92.2,95.8
NIO_2018_UNNAMED_2_5_1,NIO_2018_UNNAMED_2_5_1,2018,TRAIN,2018-06-10T06:00:00+00:00,2018-06-10T12:00:00+00:00,2,25.0,988.0,D,22.3,22.7,91.4,91.5
NIO_2018_UNNAMED_2_6_1,NIO_2018_UNNAMED_2_6_1,2018,TRAIN,2018-07-21T03:00:00+00:00,2018-07-23T00:00:00+00:00,11,30.0,988.0,D,21.0,23.9,84.0,88.0
NIO_2018_UNNAMED_2_7_1,NIO_2018_UNNAMED_2_7_1,2018,TRAIN,2018-08-07T09:00:00+00:00,2018-08-08T00:00:00+00:00,4,25.0,992.0,D,21.5,21.7,84.5,87.5
NIO_2018_UNNAMED_2_8_1,NIO_2018_UNNAMED_2_8_1,2018,TRAIN,2018-08-15T03:00:00+00:00,2018-08-17T00:00:00+00:00,10,25.0,993.0,D,20.0,21.8,75.8,86.0
NIO_2018_DAYE,DAYE,2018,TRAIN,2018-09-19T15:00:00+00:00,2018-09-22T06:00:00+00:00,17,35.0,992.0,D,17.2,22.9,76.3,89.0
NIO_2018_LUBAN,LUBAN,2018,TRAIN,2018-10-06T09:00:00+00:00,2018-10-10T21:00:00+00:00,33,75.0,978.0,VSCS,11.2,14.6,58.4,67.0
NIO_2018_TITLI,TITLI,2018,TRAIN,2018-10-08T03:00:00+00:00,2018-10-10T21:00:00+00:00,20,80.0,972.0,VSCS,14.0,18.6,84.7,88.8
NIO_2018_VISAKHAPATNAM,VISAKHAPATNAM,2018,TRAIN,2018-12-13T00:00:00+00:00,2018-12-16T06:00:00+00:00,20,45.0,996.0,CS,6.5,12.2,83.9,88.7
NIO_2019_PABUK,PABUK,2019,VALIDATION,2019-01-04T12:00:00+00:00,2019-01-07T18:00:00+00:00,22,45.0,998.0,D,8.5,13.1,92.0,99.7
NIO_2019_FANI,FANI,2019,VALIDATION,2019-04-26T03:00:00+00:00,2019-05-04T12:00:00+00:00,64,115.0,932.0,D,2.7,25.2,83.9,90.7
NIO_2019_VAYU,VAYU,2019,VALIDATION,2019-06-10T00:00:00+00:00,2019-06-17T12:00:00+00:00,59,80.0,970.0,D,11.7,22.5,65.0,71.0
NIO_2019_UNNAMED_2_4_1,NIO_2019_UNNAMED_2_4_1,2019,VALIDATION,2019-08-06T03:00:00+00:00,2019-08-09T06:00:00+00:00,17,30.0,988.0,D,20.5,24.0,76.1,88.0
NIO_2019_HIKAA,HIKAA,2019,VALIDATION,2019-09-22T03:00:00+00:00,2019-09-25T06:00:00+00:00,22,75.0,978.0,D,19.3,20.5,55.0,69.4
NIO_2019_UNNAMED_2_6_1,NIO_2019_UNNAMED_2_6_1,2019,VALIDATION,2019-09-29T12:00:00+00:00,2019-10-01T00:00:00+00:00,8,25.0,1002.0,D,23.1,24.0,70.2,74.1
NIO_2019_KYARR,KYARR,2019,VALIDATION,2019-10-24T03:00:00+00:00,2019-11-02T15:00:00+00:00,74,130.0,922.0,D,12.0,19.6,52.5,71.8
NIO_2019_UNNAMED_2_9_1,NIO_2019_UNNAMED_2_9_1,2019,VALIDATION,2019-11-05T00:00:00+00:00,2019-11-10T09:00:00+00:00,38,75.0,976.0,DD,13.1,22.4,87.6,91.5
NIO_2019_PAWAN,PAWAN,2019,VALIDATION,2019-12-02T12:00:00+00:00,2019-12-07T09:00:00+00:00,32,40.0,998.0,D,5.7,9.6,48.3,56.7
NIO_2019_UNNAMED_2_12_1,NIO_2019_UNNAMED_2_12_1,2019,VALIDATION,2019-12-08T09:00:00+00:00,2019-12-10T03:00:00+00:00,10,30.0,1000.0,D,9.4,10.6,55.2,62.2
NIO_2020_AMPHAN,AMPHAN,2020,VALIDATION,2020-05-16T00:00:00+00:00,2020-05-20T09:00:00+00:00,36,130.0,920.0,ESCS,10.4,21.4,86.0,88.1
NIO_2020_UNNAMED_01,NIO_2020_UNNAMED_01,2020,VALIDATION,2020-05-29T09:00:00+00:00,2020-05-31T18:00:00+00:00,13,25.0,1000.0,D,16.8,17.3,52.9,54.3
NIO_2020_NISARGA,NISARGA,2020,VALIDATION,2020-06-01T00:00:00+00:00,2020-06-03T06:00:00+00:00,16,60.0,984.0,SCS,13.0,18.1,71.2,72.8
NIO_2020_UNNAMED_2_5_1,NIO_2020_UNNAMED_2_5_1,2020,VALIDATION,2020-10-11T00:00:00+00:00,2020-10-12T03:00:00+00:00,7,30.0,997.0,DD,15.3,15.7,85.0,86.5
NIO_2020_UNNAMED_2_6_1,NIO_2020_UNNAMED_2_6_1,2020,VALIDATION,2020-10-17T03:00:00+00:00,2020-10-18T18:00:00+00:00,9,25.0,1003.0,D,17.8,17.8,64.3,69.0
NIO_2020_UNNAMED_2_7_1,NIO_2020_UNNAMED_2_7_1,2020,VALIDATION,2020-10-22T03:00:00+00:00,2020-10-23T18:00:00+00:00,10,25.0,998.0,D,18.7,24.0,87.0,89.9
NIO_2020_GATI,GATI,2020,VALIDATION,2020-11-21T12:00:00+00:00,2020-11-24T03:00:00+00:00,16,75.0,976.0,D,10.4,11.7,46.8,57.4
NIO_2020_NIVAR,NIVAR,2020,VALIDATION,2020-11-22T21:00:00+00:00,2020-11-26T18:00:00+00:00,28,65.0,982.0,D,8.5,14.0,79.3,85.3
NIO_2020_BUREVI,BUREVI,2020,VALIDATION,2020-11-30T00:00:00+00:00,2020-12-05T03:00:00+00:00,35,45.0,996.0,D,7.5,9.2,78.6,88.0
NIO_2021_UNNAMED_02,NIO_2021_UNNAMED_02,2021,TEST,2021-04-02T00:00:00+00:00,2021-04-03T03:00:00+00:00,7,25.0,1000.0,D,11.0,13.2,96.3,97.6
NIO_2021_TAUKTAE,TAUKTAE,2021,TEST,2021-05-14T03:00:00+00:00,2021-05-19T06:00:00+00:00,40,100.0,950.0,D,10.5,25.8,71.1,74.8
NIO_2021_YAAS,YAAS,2021,TEST,2021-05-23T06:00:00+00:00,2021-05-27T18:00:00+00:00,31,75.0,970.0,D,16.1,24.7,84.8,90.2
NIO_2021_UNNAMED_2_5_1,NIO_2021_UNNAMED_2_5_1,2021,TEST,2021-09-12T12:00:00+00:00,2021-09-14T18:00:00+00:00,12,30.0,990.0,D,20.3,23.0,82.0,87.4
NIO_2021_GULAB,GULAB,2021,TEST,2021-09-24T12:00:00+00:00,2021-09-28T03:00:00+00:00,24,45.0,992.0,D,18.3,19.4,77.3,91.2
NIO_2021_SHAHEEN,SHAHEEN,2021,TEST,2021-09-30T00:00:00+00:00,2021-10-04T06:00:00+00:00,32,60.0,984.0,D,22.7,24.5,56.0,69.5
NIO_2021_UNNAMED_2_8_1,NIO_2021_UNNAMED_2_8_1,2021,TEST,2021-11-07T03:00:00+00:00,2021-11-08T18:00:00+00:00,9,25.0,1002.0,D,14.0,14.7,65.8,67.5
NIO_2021_UNNAMED_2_9_1,NIO_2021_UNNAMED_2_9_1,2021,TEST,2021-11-10T12:00:00+00:00,2021-11-11T18:00:00+00:00,7,25.0,998.0,D,10.6,13.1,79.8,83.4
NIO_2021_UNNAMED_2_10_1,NIO_2021_UNNAMED_2_10_1,2021,TEST,2021-11-19T00:00:00+00:00,2021-11-19T03:00:00+00:00,2,25.0,1000.0,D,12.5,12.7,79.7,80.0
NIO_2021_JAWAD,JAWAD,2021,TEST,2021-12-02T12:00:00+00:00,2021-12-05T18:00:00+00:00,21,40.0,1000.0,D,11.0,20.6,84.7,89.0
NIO_2022_UNNAMED_2_2_1,NIO_2022_UNNAMED_2_2_1,2022,TEST,2022-03-03T00:00:00+00:00,2022-03-06T00:00:00+00:00,16,30.0,1002.0,D,5.3,11.7,82.2,84.0
NIO_2022_UNNAMED_01,NIO_2022_UNNAMED_01,2022,TEST,2022-03-20T00:00:00+00:00,2022-03-22T18:00:00+00:00,15,30.0,1000.0,D,9.8,17.6,92.5,94.5
NIO_2022_ASANI,ASANI,2022,TEST,2022-05-07T06:00:00+00:00,2022-05-12T00:00:00+00:00,35,55.0,982.0,D,9.4,16.3,80.9,91.3
NIO_2022_EPR,EPR,2022,TEST,2022-07-16T03:00:00+00:00,2022-07-17T18:00:00+00:00,9,25.0,992.0,D,21.6,23.4,66.3,69.0
NIO_2022_UNNAMED_2_7_1,NIO_2022_UNNAMED_2_7_1,2022,TEST,2022-08-09T03:00:00+00:00,2022-08-09T18:00:00+00:00,4,25.0,990.0,D,20.8,21.5,83.3,85.6
NIO_2022_UNNAMED_2_8_1,NIO_2022_UNNAMED_2_8_1,2022,TEST,2022-08-12T03:00:00+00:00,2022-08-13T06:00:00+00:00,7,25.0,990.0,D,22.0,22.5,63.4,66.5
NIO_2022_UNNAMED_2_9_1,NIO_2022_UNNAMED_2_9_1,2022,TEST,2022-08-14T03:00:00+00:00,2022-08-16T06:00:00+00:00,12,25.0,994.0,D,21.7,24.9,76.1,87.8
NIO_2022_NO,NO,2022,TEST,2022-08-19T00:00:00+00:00,2022-08-23T00:00:00+00:00,21,30.0,992.0,D,20.5,24.8,76.2,89.7
NIO_2022_EPRESSION,EPRESSION,2022,TEST,2022-09-11T00:00:00+00:00,2022-09-12T00:00:00+00:00,6,25.0,998.0,D,19.5,20.8,80.8,84.7
NIO_2022_SITRANG,SITRANG,2022,TEST,2022-10-22T03:00:00+00:00,2022-10-25T00:00:00+00:00,20,45.0,996.0,D,12.7,24.5,88.1,92.4
NIO_2022_UNNAMED_2_13_1,NIO_2022_UNNAMED_2_13_1,2022,TEST,2022-11-20T00:00:00+00:00,2022-11-22T00:00:00+00:00,11,25.0,1003.0,D,10.0,13.1,81.4,85.5
NIO_2022_MANDOUS,MANDOUS,2022,TEST,2022-12-06T12:00:00+00:00,2022-12-10T06:00:00+00:00,27,50.0,990.0,D,8.2,12.9,79.3,88.2
NIO_2022_UNNAMED_2_15_1,NIO_2022_UNNAMED_2_15_1,2022,TEST,2022-12-14T09:00:00+00:00,2022-12-17T06:00:00+00:00,16,30.0,1000.0,D,13.5,14.1,61.4,69.6
NIO_2022_UNNAMED_2_16_1,NIO_2022_UNNAMED_2_16_1,2022,TEST,2022-12-22T03:00:00+00:00,2022-12-25T06:00:00+00:00,17,25.0,1004.0,D,8.5,10.8,81.6,85.4
NIO_2023_UNNAMED_2_2_1,NIO_2023_UNNAMED_2_2_1,2023,TEST,2023-01-30T03:00:00+00:00,2023-02-02T12:00:00+00:00,18,25.0,1004.0,D,6.3,8.6,80.3,87.2
NIO_2023_MOCHA,MOCHA,2023,TEST,2023-05-09T12:00:00+00:00,2023-05-15T00:00:00+00:00,39,115.0,938.0,D,8.3,23.9,88.0,97.8
NIO_2023_BIPARJOY,BIPARJOY,2023,TEST,2023-06-06T00:00:00+00:00,2023-06-19T00:00:00+00:00,97,90.0,958.0,D,11.3,26.3,66.0,76.0
NIO_2023_UNNAMED_2_6_1,NIO_2023_UNNAMED_2_6_1,2023,TEST,2023-09-30T03:00:00+00:00,2023-10-01T00:00:00+00:00,5,25.0,1000.0,D,15.9,17.0,72.8,74.0
NIO_2023_TEJ,TEJ,2023,TEST,2023-10-20T03:00:00+00:00,2023-10-24T12:00:00+00:00,33,95.0,964.0,D,9.3,16.2,51.0,61.7
NIO_2023_HAMOON,HAMOON,2023,TEST,2023-10-21T21:00:00+00:00,2023-10-25T21:00:00+00:00,28,65.0,984.0,CS,14.8,22.7,86.2,92.7
NIO_2023_MIDHILI,MIDHILI,2023,TEST,2023-11-15T03:00:00+00:00,2023-11-18T00:00:00+00:00,17,50.0,996.0,D,14.5,23.7,86.4,91.7
NIO_2023_MICHAUNG,MICHAUNG,2023,TEST,2023-12-01T00:00:00+00:00,2023-12-06T00:00:00+00:00,34,55.0,986.0,D,9.1,17.4,80.2,86.4
NIO_2024_REMAL,REMAL,2024,TEST,2024-05-24T00:00:00+00:00,2024-05-28T06:00:00+00:00,30,60.0,978.0,D,15.0,25.1,88.4,91.8
NIO_2024_UNNAMED_2_3_1,NIO_2024_UNNAMED_2_3_1,2024,TEST,2024-07-19T03:00:00+00:00,2024-07-20T06:00:00+00:00,7,25.0,990.0,D,19.1,19.7,85.4,86.2
NIO_2024_UNNAMED_2_4_1,NIO_2024_UNNAMED_2_4_1,2024,TEST,2024-08-02T12:00:00+00:00,2024-08-05T18:00:00+00:00,17,30.0,988.0,D,24.2,28.8,72.0,85.2
NIO_2024_ASNA,ASNA,2024,TEST,2024-08-25T00:00:00+00:00,2024-09-02T03:00:00+00:00,49,40.0,990.0,D,20.9,24.6,61.2,77.3
NIO_2024_LAT,LAT,2024,TEST,2024-08-31T00:00:00+00:00,2024-10-15T12:00:00+00:00,34,25.0,994.0,D,15.6,28.2,58.8,84.6
NIO_2024_UNNAMED_2_7_1,NIO_2024_UNNAMED_2_7_1,2024,TEST,2024-09-08T00:00:00+00:00,2024-09-10T06:00:00+00:00,13,30.0,991.0,D,17.9,21.9,82.1,87.0
NIO_2024_NO,NO,2024,TEST,2024-09-13T12:00:00+00:00,2024-09-17T18:00:00+00:00,22,30.0,989.0,D,22.0,24.2,80.3,90.8
NIO_2024_DANA,DANA,2024,TEST,2024-10-22T00:00:00+00:00,2024-10-24T18:00:00+00:00,20,60.0,986.0,SCS,15.4,20.5,87.1,91.6
NIO_2024_FENGAL,FENGAL,2024,TEST,2024-11-25T03:00:00+00:00,2024-12-01T18:00:00+00:00,40,45.0,996.0,D,5.0,12.3,79.2,85.3
