sample_id,storm_id,timestamp,field,sample_index_value,imd_v2_value,raw_source_value,source_file,source_page,source_table,source_row,classification,reason,recommended_action,resolution_status,resolved_sample_index_value
NIO_2018_MEKUNU_20180523_1500Z,NIO_2018_MEKUNU,2018-05-24T15:00:00+00:00,category_24h,32,32,32,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,19,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,VSCS
NIO_2018_MEKUNU_20180523_1800Z,NIO_2018_MEKUNU,2018-05-24T18:00:00+00:00,category_24h,32,32,32,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,20,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,VSCS
NIO_2018_MEKUNU_20180523_2100Z,NIO_2018_MEKUNU,2018-05-24T21:00:00+00:00,category_24h,32,32,32,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,21,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,VSCS
NIO_2018_MEKUNU_20180524_0000Z,NIO_2018_MEKUNU,2018-05-25T00:00:00+00:00,category_24h,36,36,36,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,22,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,VSCS
NIO_2018_MEKUNU_20180524_0300Z,NIO_2018_MEKUNU,2018-05-25T03:00:00+00:00,category_24h,40,40,40,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,23,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,ESCS
NIO_2018_MEKUNU_20180524_0600Z,NIO_2018_MEKUNU,2018-05-25T06:00:00+00:00,category_24h,40,40,40,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,24,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,ESCS
NIO_2018_MEKUNU_20180524_0900Z,NIO_2018_MEKUNU,2018-05-25T09:00:00+00:00,category_24h,42,42,42,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,25,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,ESCS
NIO_2018_MEKUNU_20180524_1200Z,NIO_2018_MEKUNU,2018-05-25T12:00:00+00:00,category_24h,45,45,45,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,26,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,ESCS
NIO_2018_MEKUNU_20180524_1500Z,NIO_2018_MEKUNU,2018-05-25T15:00:00+00:00,category_24h,45,45,45,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,27,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,ESCS
NIO_2018_MEKUNU_20180524_1800Z,NIO_2018_MEKUNU,2018-05-25T18:00:00+00:00,category_24h,45,45,45,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,28,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,ESCS
NIO_2018_MEKUNU_20180525_0000Z,NIO_2018_MEKUNU,2018-05-26T00:00:00+00:00,category_24h,28,28,28,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,31,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,VSCS
NIO_2007_UNNAMED_2_3_1_20070602_1500Z,NIO_2007_UNNAMED_2_3_1,2007-06-04T15:00:00+00:00,category_48h,SUCS,SUCS,SUCS,27_82fddf_rsmc-2007.pdf,32,Table 2.3.1,23,CASING_INCONSISTENCY,Uppercase SUCS in source table instead of title-case SuCS.,Normalize SUCS to canonical schema SuCS.,RESOLVED_BY_SOURCE_CORRECTION,SuCS
NIO_2007_UNNAMED_2_3_1_20070602_1800Z,NIO_2007_UNNAMED_2_3_1,2007-06-04T18:00:00+00:00,category_48h,SUCS,SUCS,SUCS,27_82fddf_rsmc-2007.pdf,32,Table 2.3.1,24,CASING_INCONSISTENCY,Uppercase SUCS in source table instead of title-case SuCS.,Normalize SUCS to canonical schema SuCS.,RESOLVED_BY_SOURCE_CORRECTION,SuCS
NIO_2018_MEKUNU_20180521_1200Z,NIO_2018_MEKUNU,2018-05-23T12:00:00+00:00,category_48h,22,22,22,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,10,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,VSCS
NIO_2018_MEKUNU_20180521_1800Z,NIO_2018_MEKUNU,2018-05-23T18:00:00+00:00,category_48h,24,24,24,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,12,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,VSCS
NIO_2018_MEKUNU_20180522_0000Z,NIO_2018_MEKUNU,2018-05-24T00:00:00+00:00,category_48h,24,24,24,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,14,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,VSCS
NIO_2018_MEKUNU_20180522_0300Z,NIO_2018_MEKUNU,2018-05-24T03:00:00+00:00,category_48h,28,28,28,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,15,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,VSCS
NIO_2018_MEKUNU_20180522_0600Z,NIO_2018_MEKUNU,2018-05-24T06:00:00+00:00,category_48h,32,32,32,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,16,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,VSCS
NIO_2018_MEKUNU_20180522_1200Z,NIO_2018_MEKUNU,2018-05-24T12:00:00+00:00,category_48h,32,32,32,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,18,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,VSCS
NIO_2018_MEKUNU_20180522_1500Z,NIO_2018_MEKUNU,2018-05-24T15:00:00+00:00,category_48h,32,32,32,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,19,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,VSCS
NIO_2018_MEKUNU_20180522_1800Z,NIO_2018_MEKUNU,2018-05-24T18:00:00+00:00,category_48h,32,32,32,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,20,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,VSCS
NIO_2018_MEKUNU_20180522_2100Z,NIO_2018_MEKUNU,2018-05-24T21:00:00+00:00,category_48h,32,32,32,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,21,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,VSCS
NIO_2018_MEKUNU_20180523_0000Z,NIO_2018_MEKUNU,2018-05-25T00:00:00+00:00,category_48h,36,36,36,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,22,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,VSCS
NIO_2018_MEKUNU_20180523_0300Z,NIO_2018_MEKUNU,2018-05-25T03:00:00+00:00,category_48h,40,40,40,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,23,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,ESCS
NIO_2018_MEKUNU_20180523_0600Z,NIO_2018_MEKUNU,2018-05-25T06:00:00+00:00,category_48h,40,40,40,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,24,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,ESCS
NIO_2018_MEKUNU_20180523_0900Z,NIO_2018_MEKUNU,2018-05-25T09:00:00+00:00,category_48h,42,42,42,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,25,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,ESCS
NIO_2018_MEKUNU_20180523_1200Z,NIO_2018_MEKUNU,2018-05-25T12:00:00+00:00,category_48h,45,45,45,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,26,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,ESCS
NIO_2018_MEKUNU_20180523_1500Z,NIO_2018_MEKUNU,2018-05-25T15:00:00+00:00,category_48h,45,45,45,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,27,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,ESCS
NIO_2018_MEKUNU_20180523_1800Z,NIO_2018_MEKUNU,2018-05-25T18:00:00+00:00,category_48h,45,45,45,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,28,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,ESCS
NIO_2018_MEKUNU_20180523_2100Z,NIO_2018_MEKUNU,2018-05-25T21:00:00+00:00,category_48h,40,40,40,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,30,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,ESCS
NIO_2018_MEKUNU_20180524_0000Z,NIO_2018_MEKUNU,2018-05-26T00:00:00+00:00,category_48h,28,28,28,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,31,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,VSCS
NIO_2018_MEKUNU_20180524_0300Z,NIO_2018_MEKUNU,2018-05-26T03:00:00+00:00,category_48h,18,18,18,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,32,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,SCS
NIO_2018_MEKUNU_20180524_0600Z,NIO_2018_MEKUNU,2018-05-26T06:00:00+00:00,category_48h,12,12,12,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,33,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,SCS
NIO_2018_MEKUNU_20180524_0900Z,NIO_2018_MEKUNU,2018-05-26T09:00:00+00:00,category_48h,10,10,10,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,34,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,CS
NIO_2018_MEKUNU_20180524_1200Z,NIO_2018_MEKUNU,2018-05-26T12:00:00+00:00,category_48h,8,8,8,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,35,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,CS
NIO_2018_MEKUNU_20180524_1500Z,NIO_2018_MEKUNU,2018-05-26T15:00:00+00:00,category_48h,7,7,7,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,36,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,CS
NIO_2018_MEKUNU_20180524_1800Z,NIO_2018_MEKUNU,2018-05-26T18:00:00+00:00,category_48h,5,5,5,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,37,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,DD
NIO_2018_MEKUNU_20180525_0000Z,NIO_2018_MEKUNU,2018-05-27T00:00:00+00:00,category_48h,3,3,3,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,38,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 detected with 10 cols instead of 9; pressure drop shifted into grade column.,Re-extract p.70 with corrected column alignment or map grade from column 9.,RESOLVED_BY_SOURCE_CORRECTION,D
NIO_2018_MEKUNU_20180522_0600Z,NIO_2018_MEKUNU,2018-05-22T06:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,1,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,30.0
NIO_2018_MEKUNU_20180522_1200Z,NIO_2018_MEKUNU,2018-05-22T12:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,2,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,35.0
NIO_2018_MEKUNU_20180522_1500Z,NIO_2018_MEKUNU,2018-05-22T15:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,3,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,35.0
NIO_2018_MEKUNU_20180522_1800Z,NIO_2018_MEKUNU,2018-05-22T18:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,4,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,40.0
NIO_2018_MEKUNU_20180522_2100Z,NIO_2018_MEKUNU,2018-05-22T21:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,5,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,40.0
NIO_2018_MEKUNU_20180523_0000Z,NIO_2018_MEKUNU,2018-05-23T00:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,6,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,45.0
NIO_2018_MEKUNU_20180523_0300Z,NIO_2018_MEKUNU,2018-05-23T03:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,7,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,55.0
NIO_2018_MEKUNU_20180523_0600Z,NIO_2018_MEKUNU,2018-05-23T06:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,8,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,60.0
NIO_2018_MEKUNU_20180523_0900Z,NIO_2018_MEKUNU,2018-05-23T09:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,9,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,65.0
NIO_2018_MEKUNU_20180523_1200Z,NIO_2018_MEKUNU,2018-05-23T12:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,10,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,65.0
NIO_2018_MEKUNU_20180523_1500Z,NIO_2018_MEKUNU,2018-05-23T15:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,11,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,70.0
NIO_2018_MEKUNU_20180523_1800Z,NIO_2018_MEKUNU,2018-05-23T18:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,12,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,70.0
NIO_2018_MEKUNU_20180523_2100Z,NIO_2018_MEKUNU,2018-05-23T21:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,13,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,70.0
NIO_2018_MEKUNU_20180524_0000Z,NIO_2018_MEKUNU,2018-05-24T00:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,14,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,70.0
NIO_2018_MEKUNU_20180524_0300Z,NIO_2018_MEKUNU,2018-05-24T03:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,15,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,75.0
NIO_2018_MEKUNU_20180524_0600Z,NIO_2018_MEKUNU,2018-05-24T06:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,16,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180524_0900Z,NIO_2018_MEKUNU,2018-05-24T09:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,17,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180524_1200Z,NIO_2018_MEKUNU,2018-05-24T12:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,18,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180524_1500Z,NIO_2018_MEKUNU,2018-05-24T15:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,19,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180524_1800Z,NIO_2018_MEKUNU,2018-05-24T18:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,20,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180525_0000Z,NIO_2018_MEKUNU,2018-05-25T00:00:00+00:00,imd_wind_t0,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,22,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,85.0
NIO_2018_MEKUNU_20180521_1800Z,NIO_2018_MEKUNU,2018-05-22T06:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,1,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,30.0
NIO_2018_MEKUNU_20180522_0000Z,NIO_2018_MEKUNU,2018-05-22T12:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,2,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,35.0
NIO_2018_MEKUNU_20180522_0300Z,NIO_2018_MEKUNU,2018-05-22T15:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,3,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,35.0
NIO_2018_MEKUNU_20180522_0600Z,NIO_2018_MEKUNU,2018-05-22T18:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,4,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,40.0
NIO_2018_MEKUNU_20180522_1200Z,NIO_2018_MEKUNU,2018-05-23T00:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,6,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,45.0
NIO_2018_MEKUNU_20180522_1500Z,NIO_2018_MEKUNU,2018-05-23T03:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,7,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,55.0
NIO_2018_MEKUNU_20180522_1800Z,NIO_2018_MEKUNU,2018-05-23T06:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,8,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,60.0
NIO_2018_MEKUNU_20180522_2100Z,NIO_2018_MEKUNU,2018-05-23T09:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,9,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,65.0
