storm_id,storm_name,year,split,start_timestamp_utc,end_timestamp_utc,total_original_samples,has_insat_coverage,paired_multisource_samples,missing_insat_samples,coverage_status
NIO_2017_UNNAMED_2_10_1,NIO_2017_UNNAMED_2_10_1,2017,TRAIN,2017-12-06T03:00:00+00:00,2017-12-09T06:00:00+00:00,5,True,6,0,COVERED_INSAT3D
NIO_2018_UNNAMED_2_1_1,NIO_2018_UNNAMED_2_1_1,2018,TRAIN,2018-03-13T03:00:00+00:00,2018-03-14T18:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2018_MEKUNU,MEKUNU,2018,TRAIN,2018-05-21T12:00:00+00:00,2018-05-27T00:00:00+00:00,25,True,26,0,COVERED_INSAT3D
NIO_2018_UNNAMED_2_4_1,NIO_2018_UNNAMED_2_4_1,2018,TRAIN,2018-05-29T06:00:00+00:00,2018-05-30T03:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2018_UNNAMED_2_5_1,NIO_2018_UNNAMED_2_5_1,2018,TRAIN,2018-06-10T06:00:00+00:00,2018-06-10T12:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2018_UNNAMED_2_6_1,NIO_2018_UNNAMED_2_6_1,2018,TRAIN,2018-07-21T03:00:00+00:00,2018-07-23T00:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2018_UNNAMED_2_7_1,NIO_2018_UNNAMED_2_7_1,2018,TRAIN,2018-08-07T09:00:00+00:00,2018-08-08T00:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2018_UNNAMED_2_8_1,NIO_2018_UNNAMED_2_8_1,2018,TRAIN,2018-08-15T03:00:00+00:00,2018-08-17T00:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2018_DAYE,DAYE,2018,TRAIN,2018-09-19T15:00:00+00:00,2018-09-22T06:00:00+00:00,4,True,4,0,COVERED_INSAT3D
NIO_2018_LUBAN,LUBAN,2018,TRAIN,2018-10-06T09:00:00+00:00,2018-10-10T21:00:00+00:00,14,True,16,0,COVERED_INSAT3D
NIO_2018_TITLI,TITLI,2018,TRAIN,2018-10-08T03:00:00+00:00,2018-10-10T21:00:00+00:00,3,True,4,0,COVERED_INSAT3D
NIO_2018_VISAKHAPATNAM,VISAKHAPATNAM,2018,TRAIN,2018-12-13T00:00:00+00:00,2018-12-16T06:00:00+00:00,6,True,8,0,COVERED_INSAT3D
NIO_2019_PABUK,PABUK,2019,VALIDATION,2019-01-04T12:00:00+00:00,2019-01-07T18:00:00+00:00,7,True,7,0,COVERED_INSAT3D
NIO_2019_FANI,FANI,2019,VALIDATION,2019-04-26T03:00:00+00:00,2019-05-04T12:00:00+00:00,47,True,47,0,COVERED_INSAT3D
NIO_2019_VAYU,VAYU,2019,VALIDATION,2019-06-10T00:00:00+00:00,2019-06-17T12:00:00+00:00,42,True,42,0,COVERED_INSAT3D
NIO_2019_UNNAMED_2_4_1,NIO_2019_UNNAMED_2_4_1,2019,VALIDATION,2019-08-06T03:00:00+00:00,2019-08-09T06:00:00+00:00,5,True,5,0,COVERED_INSAT3D
NIO_2019_HIKAA,HIKAA,2019,VALIDATION,2019-09-22T03:00:00+00:00,2019-09-25T06:00:00+00:00,6,True,6,0,COVERED_INSAT3D
NIO_2019_UNNAMED_2_6_1,NIO_2019_UNNAMED_2_6_1,2019,VALIDATION,2019-09-29T12:00:00+00:00,2019-10-01T00:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2019_KYARR,KYARR,2019,VALIDATION,2019-10-24T03:00:00+00:00,2019-11-02T15:00:00+00:00,57,True,57,0,COVERED_INSAT3D
NIO_2019_UNNAMED_2_9_1,NIO_2019_UNNAMED_2_9_1,2019,VALIDATION,2019-11-05T00:00:00+00:00,2019-11-10T09:00:00+00:00,20,True,20,0,COVERED_INSAT3D
NIO_2019_PAWAN,PAWAN,2019,VALIDATION,2019-12-02T12:00:00+00:00,2019-12-07T09:00:00+00:00,14,True,14,0,COVERED_INSAT3D
NIO_2019_UNNAMED_2_12_1,NIO_2019_UNNAMED_2_12_1,2019,VALIDATION,2019-12-08T09:00:00+00:00,2019-12-10T03:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2020_AMPHAN,AMPHAN,2020,VALIDATION,2020-05-16T00:00:00+00:00,2020-05-20T09:00:00+00:00,20,True,20,0,COVERED_INSAT3D
NIO_2020_UNNAMED_01,NIO_2020_UNNAMED_01,2020,VALIDATION,2020-05-29T09:00:00+00:00,2020-05-31T18:00:00+00:00,2,True,2,0,COVERED_INSAT3D
NIO_2020_NISARGA,NISARGA,2020,VALIDATION,2020-06-01T00:00:00+00:00,2020-06-03T06:00:00+00:00,2,True,2,0,COVERED_INSAT3D
NIO_2020_UNNAMED_2_5_1,NIO_2020_UNNAMED_2_5_1,2020,VALIDATION,2020-10-11T00:00:00+00:00,2020-10-12T03:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2020_UNNAMED_2_6_1,NIO_2020_UNNAMED_2_6_1,2020,VALIDATION,2020-10-17T03:00:00+00:00,2020-10-18T18:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2020_UNNAMED_2_7_1,NIO_2020_UNNAMED_2_7_1,2020,VALIDATION,2020-10-22T03:00:00+00:00,2020-10-23T18:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2020_GATI,GATI,2020,VALIDATION,2020-11-21T12:00:00+00:00,2020-11-24T03:00:00+00:00,2,True,2,0,COVERED_INSAT3D
NIO_2020_NIVAR,NIVAR,2020,VALIDATION,2020-11-22T21:00:00+00:00,2020-11-26T18:00:00+00:00,10,True,10,0,COVERED_INSAT3D
NIO_2020_BUREVI,BUREVI,2020,VALIDATION,2020-11-30T00:00:00+00:00,2020-12-05T03:00:00+00:00,18,True,18,0,COVERED_INSAT3D
NIO_2021_UNNAMED_02,NIO_2021_UNNAMED_02,2021,TEST,2021-04-02T00:00:00+00:00,2021-04-03T03:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2021_TAUKTAE,TAUKTAE,2021,TEST,2021-05-14T03:00:00+00:00,2021-05-19T06:00:00+00:00,23,True,23,0,COVERED_INSAT3D
NIO_2021_YAAS,YAAS,2021,TEST,2021-05-23T06:00:00+00:00,2021-05-27T18:00:00+00:00,15,True,15,0,COVERED_INSAT3D
NIO_2021_UNNAMED_2_5_1,NIO_2021_UNNAMED_2_5_1,2021,TEST,2021-09-12T12:00:00+00:00,2021-09-14T18:00:00+00:00,2,True,2,0,COVERED_INSAT3D
NIO_2021_GULAB,GULAB,2021,TEST,2021-09-24T12:00:00+00:00,2021-09-28T03:00:00+00:00,9,True,9,0,COVERED_INSAT3D
NIO_2021_SHAHEEN,SHAHEEN,2021,TEST,2021-09-30T00:00:00+00:00,2021-10-04T06:00:00+00:00,15,True,15,0,COVERED_INSAT3D
NIO_2021_UNNAMED_2_8_1,NIO_2021_UNNAMED_2_8_1,2021,TEST,2021-11-07T03:00:00+00:00,2021-11-08T18:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2021_UNNAMED_2_9_1,NIO_2021_UNNAMED_2_9_1,2021,TEST,2021-11-10T12:00:00+00:00,2021-11-11T18:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2021_UNNAMED_2_10_1,NIO_2021_UNNAMED_2_10_1,2021,TEST,2021-11-19T00:00:00+00:00,2021-11-19T03:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2021_JAWAD,JAWAD,2021,TEST,2021-12-02T12:00:00+00:00,2021-12-05T18:00:00+00:00,7,True,7,0,COVERED_INSAT3D
NIO_2022_UNNAMED_2_2_1,NIO_2022_UNNAMED_2_2_1,2022,TEST,2022-03-03T00:00:00+00:00,2022-03-06T00:00:00+00:00,5,True,5,0,COVERED_INSAT3D
NIO_2022_UNNAMED_01,NIO_2022_UNNAMED_01,2022,TEST,2022-03-20T00:00:00+00:00,2022-03-22T18:00:00+00:00,3,True,3,0,COVERED_INSAT3D
NIO_2022_ASANI,ASANI,2022,TEST,2022-05-07T06:00:00+00:00,2022-05-12T00:00:00+00:00,19,True,19,0,COVERED_INSAT3D
NIO_2022_EPR,EPR,2022,TEST,2022-07-16T03:00:00+00:00,2022-07-17T18:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2022_UNNAMED_2_7_1,NIO_2022_UNNAMED_2_7_1,2022,TEST,2022-08-09T03:00:00+00:00,2022-08-09T18:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2022_UNNAMED_2_8_1,NIO_2022_UNNAMED_2_8_1,2022,TEST,2022-08-12T03:00:00+00:00,2022-08-13T06:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2022_UNNAMED_2_9_1,NIO_2022_UNNAMED_2_9_1,2022,TEST,2022-08-14T03:00:00+00:00,2022-08-16T06:00:00+00:00,1,True,1,0,COVERED_INSAT3D
NIO_2022_NO,NO,2022,TEST,2022-08-19T00:00:00+00:00,2022-08-23T00:00:00+00:00,8,True,8,0,COVERED_INSAT3D
NIO_2022_EPRESSION,EPRESSION,2022,TEST,2022-09-11T00:00:00+00:00,2022-09-12T00:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2022_SITRANG,SITRANG,2022,TEST,2022-10-22T03:00:00+00:00,2022-10-25T00:00:00+00:00,4,True,4,0,COVERED_INSAT3D
NIO_2022_UNNAMED_2_13_1,NIO_2022_UNNAMED_2_13_1,2022,TEST,2022-11-20T00:00:00+00:00,2022-11-22T00:00:00+00:00,1,True,1,0,COVERED_INSAT3D
NIO_2022_MANDOUS,MANDOUS,2022,TEST,2022-12-06T12:00:00+00:00,2022-12-10T06:00:00+00:00,10,True,10,0,COVERED_INSAT3D
NIO_2022_UNNAMED_2_15_1,NIO_2022_UNNAMED_2_15_1,2022,TEST,2022-12-14T09:00:00+00:00,2022-12-17T06:00:00+00:00,4,True,4,0,COVERED_INSAT3D
NIO_2022_UNNAMED_2_16_1,NIO_2022_UNNAMED_2_16_1,2022,TEST,2022-12-22T03:00:00+00:00,2022-12-25T06:00:00+00:00,5,True,5,0,COVERED_INSAT3D
NIO_2023_UNNAMED_2_2_1,NIO_2023_UNNAMED_2_2_1,2023,TEST,2023-01-30T03:00:00+00:00,2023-02-02T12:00:00+00:00,6,True,6,0,COVERED_INSAT3D
NIO_2023_MOCHA,MOCHA,2023,TEST,2023-05-09T12:00:00+00:00,2023-05-15T00:00:00+00:00,20,True,20,0,COVERED_INSAT3D
NIO_2023_BIPARJOY,BIPARJOY,2023,TEST,2023-06-06T00:00:00+00:00,2023-06-19T00:00:00+00:00,81,True,81,0,COVERED_INSAT3D
NIO_2023_UNNAMED_2_6_1,NIO_2023_UNNAMED_2_6_1,2023,TEST,2023-09-30T03:00:00+00:00,2023-10-01T00:00:00+00:00,0,True,0,0,NO_GRID_SAMPLES
NIO_2023_TEJ,TEJ,2023,TEST,2023-10-20T03:00:00+00:00,2023-10-24T12:00:00+00:00,16,True,16,0,COVERED_INSAT3D
NIO_2023_HAMOON,HAMOON,2023,TEST,2023-10-21T21:00:00+00:00,2023-10-25T21:00:00+00:00,11,True,11,0,COVERED_INSAT3D
NIO_2023_MIDHILI,MIDHILI,2023,TEST,2023-11-15T03:00:00+00:00,2023-11-18T00:00:00+00:00,4,True,4,0,COVERED_INSAT3D
NIO_2023_MICHAUNG,MICHAUNG,2023,TEST,2023-12-01T00:00:00+00:00,2023-12-06T00:00:00+00:00,16,True,16,0,COVERED_INSAT3D
NIO_2024_REMAL,REMAL,2024,TEST,2024-05-24T00:00:00+00:00,2024-05-28T06:00:00+00:00,13,True,13,0,COVERED_INSAT3D
NIO_2024_UNNAMED_2_3_1,NIO_2024_UNNAMED_2_3_1,2024,TEST,2024-07-19T03:00:00+00:00,2024-07-20T06:00:00+00:00,0,False,0,0,POST_INSAT3D_RETIRED
NIO_2024_UNNAMED_2_4_1,NIO_2024_UNNAMED_2_4_1,2024,TEST,2024-08-02T12:00:00+00:00,2024-08-05T18:00:00+00:00,6,False,0,6,POST_INSAT3D_RETIRED
NIO_2024_ASNA,ASNA,2024,TEST,2024-08-25T00:00:00+00:00,2024-09-02T03:00:00+00:00,28,False,0,28,POST_INSAT3D_RETIRED
NIO_2024_LAT,LAT,2024,TEST,2024-08-31T00:00:00+00:00,2024-10-15T12:00:00+00:00,3,False,0,3,POST_INSAT3D_RETIRED
NIO_2024_UNNAMED_2_7_1,NIO_2024_UNNAMED_2_7_1,2024,TEST,2024-09-08T00:00:00+00:00,2024-09-10T06:00:00+00:00,2,False,0,2,POST_INSAT3D_RETIRED
NIO_2024_NO,NO,2024,TEST,2024-09-13T12:00:00+00:00,2024-09-17T18:00:00+00:00,10,False,0,10,POST_INSAT3D_RETIRED
NIO_2024_DANA,DANA,2024,TEST,2024-10-22T00:00:00+00:00,2024-10-24T18:00:00+00:00,4,False,0,4,POST_INSAT3D_RETIRED
NIO_2024_FENGAL,FENGAL,2024,TEST,2024-11-25T03:00:00+00:00,2024-12-01T18:00:00+00:00,20,False,0,20,POST_INSAT3D_RETIRED
