sample_id,storm_id,split,t0,frame_t_minus_15h,frame_t_minus_12h,frame_t_minus_9h,frame_t_minus_6h,frame_t_minus_3h,frame_t0,imd_lat_t0,imd_lon_t0,imd_wind_t0,imd_pressure_t0,imd_category_t0,imd_lat_12h,imd_lon_12h,wind_12h,pressure_12h,category_12h,imd_lat_24h,imd_lon_24h,wind_24h,pressure_24h,category_24h,imd_lat_48h,imd_lon_48h,wind_48h,pressure_48h,category_48h
NIO_2007_UNNAMED_2_3_1_20070604_0000Z,NIO_2007_UNNAMED_2_3_1,TRAIN,2007-06-04T00:00:00+00:00,data/interim/gridsat/2007/gridsat_2007.06.03.09.npz,data/interim/gridsat/2007/gridsat_2007.06.03.12.npz,data/interim/gridsat/2007/gridsat_2007.06.03.15.npz,data/interim/gridsat/2007/gridsat_2007.06.03.18.npz,data/interim/gridsat/2007/gridsat_2007.06.03.21.npz,data/interim/gridsat/2007/gridsat_2007.06.04.00.npz,18.5,65.0,77.0,974.0,VSCS,20.0,64.0,115.0,934.0,VSCS,20.5,63.0,115.0,936.0,VSCS,22.5,59.5,77.0,970.0,VSCS
NIO_2007_UNNAMED_2_3_1_20070604_0300Z,NIO_2007_UNNAMED_2_3_1,TRAIN,2007-06-04T03:00:00+00:00,data/interim/gridsat/2007/gridsat_2007.06.03.12.npz,data/interim/gridsat/2007/gridsat_2007.06.03.15.npz,data/interim/gridsat/2007/gridsat_2007.06.03.18.npz,data/interim/gridsat/2007/gridsat_2007.06.03.21.npz,data/interim/gridsat/2007/gridsat_2007.06.04.00.npz,data/interim/gridsat/2007/gridsat_2007.06.04.03.npz,18.5,65.0,90.0,960.0,VSCS,20.0,64.0,127.0,920.0,SuCS,21.0,62.0,115.0,936.0,VSCS,23.0,59.0,77.0,970.0,VSCS
NIO_2007_UNNAMED_2_3_1_20070604_0600Z,NIO_2007_UNNAMED_2_3_1,TRAIN,2007-06-04T06:00:00+00:00,data/interim/gridsat/2007/gridsat_2007.06.03.15.npz,data/interim/gridsat/2007/gridsat_2007.06.03.18.npz,data/interim/gridsat/2007/gridsat_2007.06.03.21.npz,data/interim/gridsat/2007/gridsat_2007.06.04.00.npz,data/interim/gridsat/2007/gridsat_2007.06.04.03.npz,data/interim/gridsat/2007/gridsat_2007.06.04.06.npz,19.0,64.5,102.0,952.0,VSCS,20.5,63.5,127.0,920.0,SuCS,21.5,61.5,102.0,950.0,VSCS,23.5,59.5,77.0,970.0,VSCS
NIO_2007_UNNAMED_2_3_1_20070604_0900Z,NIO_2007_UNNAMED_2_3_1,TRAIN,2007-06-04T09:00:00+00:00,data/interim/gridsat/2007/gridsat_2007.06.03.18.npz,data/interim/gridsat/2007/gridsat_2007.06.03.21.npz,data/interim/gridsat/2007/gridsat_2007.06.04.00.npz,data/interim/gridsat/2007/gridsat_2007.06.04.03.npz,data/interim/gridsat/2007/gridsat_2007.06.04.06.npz,data/interim/gridsat/2007/gridsat_2007.06.04.09.npz,19.5,64.5,115.0,934.0,VSCS,20.5,63.5,115.0,935.0,VSCS,21.5,61.0,102.0,950.0,VSCS,23.5,59.5,77.0,970.0,VSCS
NIO_2007_UNNAMED_2_3_1_20070604_1200Z,NIO_2007_UNNAMED_2_3_1,TRAIN,2007-06-04T12:00:00+00:00,data/interim/gridsat/2007/gridsat_2007.06.03.21.npz,data/interim/gridsat/2007/gridsat_2007.06.04.00.npz,data/interim/gridsat/2007/gridsat_2007.06.04.03.npz,data/interim/gridsat/2007/gridsat_2007.06.04.06.npz,data/interim/gridsat/2007/gridsat_2007.06.04.09.npz,data/interim/gridsat/2007/gridsat_2007.06.04.12.npz,20.0,64.0,115.0,934.0,VSCS,20.5,63.0,115.0,936.0,VSCS,21.5,61.0,90.0,960.0,VSCS,24.0,59.0,77.0,970.0,VSCS
NIO_2007_UNNAMED_2_3_1_20070604_1500Z,NIO_2007_UNNAMED_2_3_1,TRAIN,2007-06-04T15:00:00+00:00,data/interim/gridsat/2007/gridsat_2007.06.04.00.npz,data/interim/gridsat/2007/gridsat_2007.06.04.03.npz,data/interim/gridsat/2007/gridsat_2007.06.04.06.npz,data/interim/gridsat/2007/gridsat_2007.06.04.09.npz,data/interim/gridsat/2007/gridsat_2007.06.04.12.npz,data/interim/gridsat/2007/gridsat_2007.06.04.15.npz,20.0,64.0,127.0,920.0,SuCS,21.0,62.0,115.0,936.0,VSCS,22.0,61.0,77.0,970.0,VSCS,24.0,59.0,77.0,970.0,VSCS
NIO_2007_UNNAMED_2_3_1_20070604_1800Z,NIO_2007_UNNAMED_2_3_1,TRAIN,2007-06-04T18:00:00+00:00,data/interim/gridsat/2007/gridsat_2007.06.04.03.npz,data/interim/gridsat/2007/gridsat_2007.06.04.06.npz,data/interim/gridsat/2007/gridsat_2007.06.04.09.npz,data/interim/gridsat/2007/gridsat_2007.06.04.12.npz,data/interim/gridsat/2007/gridsat_2007.06.04.15.npz,data/interim/gridsat/2007/gridsat_2007.06.04.18.npz,20.5,63.5,127.0,920.0,SuCS,21.5,61.5,102.0,950.0,VSCS,22.0,60.5,77.0,970.0,VSCS,24.5,59.0,65.0,978.0,VSCS
NIO_2007_UNNAMED_2_3_1_20070604_2100Z,NIO_2007_UNNAMED_2_3_1,TRAIN,2007-06-04T21:00:00+00:00,data/interim/gridsat/2007/gridsat_2007.06.04.06.npz,data/interim/gridsat/2007/gridsat_2007.06.04.09.npz,data/interim/gridsat/2007/gridsat_2007.06.04.12.npz,data/interim/gridsat/2007/gridsat_2007.06.04.15.npz,data/interim/gridsat/2007/gridsat_2007.06.04.18.npz,data/interim/gridsat/2007/gridsat_2007.06.04.21.npz,20.5,63.5,115.0,935.0,VSCS,21.5,61.0,102.0,950.0,VSCS,22.5,60.5,77.0,970.0,VSCS,25.0,59.0,55.0,984.0,SCS
NIO_2007_UNNAMED_2_3_1_20070605_0000Z,NIO_2007_UNNAMED_2_3_1,TRAIN,2007-06-05T00:00:00+00:00,data/interim/gridsat/2007/gridsat_2007.06.04.09.npz,data/interim/gridsat/2007/gridsat_2007.06.04.12.npz,data/interim/gridsat/2007/gridsat_2007.06.04.15.npz,data/interim/gridsat/2007/gridsat_2007.06.04.18.npz,data/interim/gridsat/2007/gridsat_2007.06.04.21.npz,data/interim/gridsat/2007/gridsat_2007.06.05.00.npz,20.5,63.0,115.0,936.0,VSCS,21.5,61.0,90.0,960.0,VSCS,22.5,59.5,77.0,970.0,VSCS,25.0,59.0,45.0,988.0,CS
NIO_2007_UNNAMED_2_3_1_20070605_0300Z,NIO_2007_UNNAMED_2_3_1,TRAIN,2007-06-05T03:00:00+00:00,data/interim/gridsat/2007/gridsat_2007.06.04.12.npz,data/interim/gridsat/2007/gridsat_2007.06.04.15.npz,data/interim/gridsat/2007/gridsat_2007.06.04.18.npz,data/interim/gridsat/2007/gridsat_2007.06.04.21.npz,data/interim/gridsat/2007/gridsat_2007.06.05.00.npz,data/interim/gridsat/2007/gridsat_2007.06.05.03.npz,21.0,62.0,115.0,936.0,VSCS,22.0,61.0,77.0,970.0,VSCS,23.0,59.0,77.0,970.0,VSCS,25.5,58.5,45.0,988.0,CS
NIO_2007_UNNAMED_2_6_1_20070628_0000Z,NIO_2007_UNNAMED_2_6_1,TRAIN,2007-06-28T00:00:00+00:00,data/interim/gridsat/2007/gridsat_2007.06.27.09.npz,data/interim/gridsat/2007/gridsat_2007.06.27.12.npz,data/interim/gridsat/2007/gridsat_2007.06.27.15.npz,data/interim/gridsat/2007/gridsat_2007.06.27.18.npz,data/interim/gridsat/2007/gridsat_2007.06.27.21.npz,data/interim/gridsat/2007/gridsat_2007.06.28.00.npz,18.5,87.0,25.0,988.0,D,19.0,86.0,30.0,986.0,DD,19.5,86.0,30.0,986.0,DD,21.5,81.5,30.0,990.0,DD
NIO_2007_UNNAMED_2_6_1_20070628_0300Z,NIO_2007_UNNAMED_2_6_1,TRAIN,2007-06-28T03:00:00+00:00,data/interim/gridsat/2007/gridsat_2007.06.27.12.npz,data/interim/gridsat/2007/gridsat_2007.06.27.15.npz,data/interim/gridsat/2007/gridsat_2007.06.27.18.npz,data/interim/gridsat/2007/gridsat_2007.06.27.21.npz,data/interim/gridsat/2007/gridsat_2007.06.28.00.npz,data/interim/gridsat/2007/gridsat_2007.06.28.03.npz,18.5,87.0,30.0,986.0,DD,19.0,86.0,30.0,986.0,DD,20.0,86.0,30.0,988.0,DD,22.0,81.0,25.0,992.0,D
NIO_2007_UNNAMED_2_6_1_20070628_0600Z,NIO_2007_UNNAMED_2_6_1,TRAIN,2007-06-28T06:00:00+00:00,data/interim/gridsat/2007/gridsat_2007.06.27.15.npz,data/interim/gridsat/2007/gridsat_2007.06.27.18.npz,data/interim/gridsat/2007/gridsat_2007.06.27.21.npz,data/interim/gridsat/2007/gridsat_2007.06.28.00.npz,data/interim/gridsat/2007/gridsat_2007.06.28.03.npz,data/interim/gridsat/2007/gridsat_2007.06.28.06.npz,18.5,87.0,30.0,986.0,DD,19.0,86.0,30.0,986.0,DD,20.5,85.5,30.0,988.0,DD,22.0,81.0,25.0,992.0,D
NIO_2007_UNNAMED_2_6_1_20070628_0900Z,NIO_2007_UNNAMED_2_6_1,TRAIN,2007-06-28T09:00:00+00:00,data/interim/gridsat/2007/gridsat_2007.06.27.18.npz,data/interim/gridsat/2007/gridsat_2007.06.27.21.npz,data/interim/gridsat/2007/gridsat_2007.06.28.00.npz,data/interim/gridsat/2007/gridsat_2007.06.28.03.npz,data/interim/gridsat/2007/gridsat_2007.06.28.06.npz,data/interim/gridsat/2007/gridsat_2007.06.28.09.npz,19.0,86.5,30.0,988.0,DD,19.5,86.0,30.0,986.0,DD,20.5,85.0,30.0,988.0,DD,22.5,81.0,25.0,992.0,D
NIO_2007_UNNAMED_2_6_1_20070628_1200Z,NIO_2007_UNNAMED_2_6_1,TRAIN,2007-06-28T12:00:00+00:00,data/interim/gridsat/2007/gridsat_2007.06.27.21.npz,data/interim/gridsat/2007/gridsat_2007.06.28.00.npz,data/interim/gridsat/2007/gridsat_2007.06.28.03.npz,data/interim/gridsat/2007/gridsat_2007.06.28.06.npz,data/interim/gridsat/2007/gridsat_2007.06.28.09.npz,data/interim/gridsat/2007/gridsat_2007.06.28.12.npz,19.0,86.0,30.0,986.0,DD,19.5,86.0,30.0,986.0,DD,20.5,84.5,30.0,988.0,DD,22.5,80.5,25.0,992.0,D
NIO_2008_NARGIS_20080427_0300Z,NIO_2008_NARGIS,TRAIN,2008-04-27T03:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.26.12.npz,data/interim/gridsat/2008/gridsat_2008.04.26.15.npz,data/interim/gridsat/2008/gridsat_2008.04.26.18.npz,data/interim/gridsat/2008/gridsat_2008.04.26.21.npz,data/interim/gridsat/2008/gridsat_2008.04.27.00.npz,data/interim/gridsat/2008/gridsat_2008.04.27.03.npz,12.0,87.0,25.0,1000.0,D,12.0,86.5,30.0,994.0,DD,13.0,85.5,40.0,994.0,CS,13.5,85.5,65.0,980.0,VSCS
NIO_2008_NARGIS_20080427_0600Z,NIO_2008_NARGIS,TRAIN,2008-04-27T06:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.26.15.npz,data/interim/gridsat/2008/gridsat_2008.04.26.18.npz,data/interim/gridsat/2008/gridsat_2008.04.26.21.npz,data/interim/gridsat/2008/gridsat_2008.04.27.00.npz,data/interim/gridsat/2008/gridsat_2008.04.27.03.npz,data/interim/gridsat/2008/gridsat_2008.04.27.06.npz,12.0,87.0,25.0,998.0,D,12.5,86.0,30.0,994.0,DD,13.0,85.5,45.0,990.0,CS,13.5,85.5,65.0,980.0,VSCS
NIO_2008_NARGIS_20080427_0900Z,NIO_2008_NARGIS,TRAIN,2008-04-27T09:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.26.18.npz,data/interim/gridsat/2008/gridsat_2008.04.26.21.npz,data/interim/gridsat/2008/gridsat_2008.04.27.00.npz,data/interim/gridsat/2008/gridsat_2008.04.27.03.npz,data/interim/gridsat/2008/gridsat_2008.04.27.06.npz,data/interim/gridsat/2008/gridsat_2008.04.27.09.npz,12.0,86.5,25.0,998.0,D,13.0,85.5,30.0,994.0,DD,13.0,85.5,55.0,986.0,SCS,13.5,85.5,65.0,980.0,VSCS
NIO_2008_NARGIS_20080427_1200Z,NIO_2008_NARGIS,TRAIN,2008-04-27T12:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.26.21.npz,data/interim/gridsat/2008/gridsat_2008.04.27.00.npz,data/interim/gridsat/2008/gridsat_2008.04.27.03.npz,data/interim/gridsat/2008/gridsat_2008.04.27.06.npz,data/interim/gridsat/2008/gridsat_2008.04.27.09.npz,data/interim/gridsat/2008/gridsat_2008.04.27.12.npz,12.0,86.5,30.0,998.0,DD,13.0,85.5,35.0,994.0,CS,13.0,85.5,55.0,986.0,SCS,14.0,85.5,65.0,980.0,VSCS
NIO_2008_NARGIS_20080427_1500Z,NIO_2008_NARGIS,TRAIN,2008-04-27T15:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.27.00.npz,data/interim/gridsat/2008/gridsat_2008.04.27.03.npz,data/interim/gridsat/2008/gridsat_2008.04.27.06.npz,data/interim/gridsat/2008/gridsat_2008.04.27.09.npz,data/interim/gridsat/2008/gridsat_2008.04.27.12.npz,data/interim/gridsat/2008/gridsat_2008.04.27.15.npz,12.0,86.5,30.0,994.0,DD,13.0,85.5,40.0,994.0,CS,13.0,85.5,55.0,986.0,SCS,14.0,85.5,65.0,980.0,VSCS
NIO_2008_NARGIS_20080427_1800Z,NIO_2008_NARGIS,TRAIN,2008-04-27T18:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.27.03.npz,data/interim/gridsat/2008/gridsat_2008.04.27.06.npz,data/interim/gridsat/2008/gridsat_2008.04.27.09.npz,data/interim/gridsat/2008/gridsat_2008.04.27.12.npz,data/interim/gridsat/2008/gridsat_2008.04.27.15.npz,data/interim/gridsat/2008/gridsat_2008.04.27.18.npz,12.5,86.0,30.0,994.0,DD,13.0,85.5,45.0,990.0,CS,13.0,85.5,55.0,986.0,SCS,14.0,85.5,65.0,980.0,VSCS
NIO_2008_NARGIS_20080427_2100Z,NIO_2008_NARGIS,TRAIN,2008-04-27T21:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.27.06.npz,data/interim/gridsat/2008/gridsat_2008.04.27.09.npz,data/interim/gridsat/2008/gridsat_2008.04.27.12.npz,data/interim/gridsat/2008/gridsat_2008.04.27.15.npz,data/interim/gridsat/2008/gridsat_2008.04.27.18.npz,data/interim/gridsat/2008/gridsat_2008.04.27.21.npz,13.0,85.5,30.0,994.0,DD,13.0,85.5,55.0,986.0,SCS,13.0,85.5,55.0,986.0,SCS,14.0,86.0,65.0,980.0,VSCS
NIO_2008_NARGIS_20080428_0000Z,NIO_2008_NARGIS,TRAIN,2008-04-28T00:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.27.09.npz,data/interim/gridsat/2008/gridsat_2008.04.27.12.npz,data/interim/gridsat/2008/gridsat_2008.04.27.15.npz,data/interim/gridsat/2008/gridsat_2008.04.27.18.npz,data/interim/gridsat/2008/gridsat_2008.04.27.21.npz,data/interim/gridsat/2008/gridsat_2008.04.28.00.npz,13.0,85.5,35.0,994.0,CS,13.0,85.5,55.0,986.0,SCS,13.0,85.5,55.0,986.0,SCS,14.0,86.0,65.0,980.0,VSCS
NIO_2008_NARGIS_20080428_0300Z,NIO_2008_NARGIS,TRAIN,2008-04-28T03:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.27.12.npz,data/interim/gridsat/2008/gridsat_2008.04.27.15.npz,data/interim/gridsat/2008/gridsat_2008.04.27.18.npz,data/interim/gridsat/2008/gridsat_2008.04.27.21.npz,data/interim/gridsat/2008/gridsat_2008.04.28.00.npz,data/interim/gridsat/2008/gridsat_2008.04.28.03.npz,13.0,85.5,40.0,994.0,CS,13.0,85.5,55.0,986.0,SCS,13.5,85.5,65.0,980.0,VSCS,14.5,86.5,65.0,980.0,VSCS
NIO_2008_NARGIS_20080428_0600Z,NIO_2008_NARGIS,TRAIN,2008-04-28T06:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.27.15.npz,data/interim/gridsat/2008/gridsat_2008.04.27.18.npz,data/interim/gridsat/2008/gridsat_2008.04.27.21.npz,data/interim/gridsat/2008/gridsat_2008.04.28.00.npz,data/interim/gridsat/2008/gridsat_2008.04.28.03.npz,data/interim/gridsat/2008/gridsat_2008.04.28.06.npz,13.0,85.5,45.0,990.0,CS,13.0,85.5,55.0,986.0,SCS,13.5,85.5,65.0,980.0,VSCS,14.5,86.5,65.0,980.0,VSCS
NIO_2008_NARGIS_20080428_0900Z,NIO_2008_NARGIS,TRAIN,2008-04-28T09:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.27.18.npz,data/interim/gridsat/2008/gridsat_2008.04.27.21.npz,data/interim/gridsat/2008/gridsat_2008.04.28.00.npz,data/interim/gridsat/2008/gridsat_2008.04.28.03.npz,data/interim/gridsat/2008/gridsat_2008.04.28.06.npz,data/interim/gridsat/2008/gridsat_2008.04.28.09.npz,13.0,85.5,55.0,986.0,SCS,13.0,85.5,55.0,986.0,SCS,13.5,85.5,65.0,980.0,VSCS,14.5,87.0,65.0,980.0,VSCS
NIO_2008_NARGIS_20080428_1200Z,NIO_2008_NARGIS,TRAIN,2008-04-28T12:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.27.21.npz,data/interim/gridsat/2008/gridsat_2008.04.28.00.npz,data/interim/gridsat/2008/gridsat_2008.04.28.03.npz,data/interim/gridsat/2008/gridsat_2008.04.28.06.npz,data/interim/gridsat/2008/gridsat_2008.04.28.09.npz,data/interim/gridsat/2008/gridsat_2008.04.28.12.npz,13.0,85.5,55.0,986.0,SCS,13.0,85.5,55.0,986.0,SCS,14.0,85.5,65.0,980.0,VSCS,14.5,87.0,65.0,980.0,VSCS
NIO_2008_NARGIS_20080428_1500Z,NIO_2008_NARGIS,TRAIN,2008-04-28T15:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.28.00.npz,data/interim/gridsat/2008/gridsat_2008.04.28.03.npz,data/interim/gridsat/2008/gridsat_2008.04.28.06.npz,data/interim/gridsat/2008/gridsat_2008.04.28.09.npz,data/interim/gridsat/2008/gridsat_2008.04.28.12.npz,data/interim/gridsat/2008/gridsat_2008.04.28.15.npz,13.0,85.5,55.0,986.0,SCS,13.5,85.5,65.0,980.0,VSCS,14.0,85.5,65.0,980.0,VSCS,15.0,87.5,65.0,980.0,VSCS
NIO_2008_NARGIS_20080428_1800Z,NIO_2008_NARGIS,TRAIN,2008-04-28T18:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.28.03.npz,data/interim/gridsat/2008/gridsat_2008.04.28.06.npz,data/interim/gridsat/2008/gridsat_2008.04.28.09.npz,data/interim/gridsat/2008/gridsat_2008.04.28.12.npz,data/interim/gridsat/2008/gridsat_2008.04.28.15.npz,data/interim/gridsat/2008/gridsat_2008.04.28.18.npz,13.0,85.5,55.0,986.0,SCS,13.5,85.5,65.0,980.0,VSCS,14.0,85.5,65.0,980.0,VSCS,15.0,87.5,65.0,980.0,VSCS
NIO_2008_NARGIS_20080428_2100Z,NIO_2008_NARGIS,TRAIN,2008-04-28T21:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.28.06.npz,data/interim/gridsat/2008/gridsat_2008.04.28.09.npz,data/interim/gridsat/2008/gridsat_2008.04.28.12.npz,data/interim/gridsat/2008/gridsat_2008.04.28.15.npz,data/interim/gridsat/2008/gridsat_2008.04.28.18.npz,data/interim/gridsat/2008/gridsat_2008.04.28.21.npz,13.0,85.5,55.0,986.0,SCS,13.5,85.5,65.0,980.0,VSCS,14.0,86.0,65.0,980.0,VSCS,15.0,87.5,65.0,980.0,VSCS
NIO_2008_NARGIS_20080429_0000Z,NIO_2008_NARGIS,TRAIN,2008-04-29T00:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.28.09.npz,data/interim/gridsat/2008/gridsat_2008.04.28.12.npz,data/interim/gridsat/2008/gridsat_2008.04.28.15.npz,data/interim/gridsat/2008/gridsat_2008.04.28.18.npz,data/interim/gridsat/2008/gridsat_2008.04.28.21.npz,data/interim/gridsat/2008/gridsat_2008.04.29.00.npz,13.0,85.5,55.0,986.0,SCS,14.0,85.5,65.0,980.0,VSCS,14.0,86.0,65.0,980.0,VSCS,15.5,88.0,65.0,980.0,VSCS
NIO_2008_NARGIS_20080429_0300Z,NIO_2008_NARGIS,TRAIN,2008-04-29T03:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.28.12.npz,data/interim/gridsat/2008/gridsat_2008.04.28.15.npz,data/interim/gridsat/2008/gridsat_2008.04.28.18.npz,data/interim/gridsat/2008/gridsat_2008.04.28.21.npz,data/interim/gridsat/2008/gridsat_2008.04.29.00.npz,data/interim/gridsat/2008/gridsat_2008.04.29.03.npz,13.5,85.5,65.0,980.0,VSCS,14.0,85.5,65.0,980.0,VSCS,14.5,86.5,65.0,980.0,VSCS,15.5,89.0,65.0,980.0,VSCS
NIO_2008_NARGIS_20080429_0600Z,NIO_2008_NARGIS,TRAIN,2008-04-29T06:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.28.15.npz,data/interim/gridsat/2008/gridsat_2008.04.28.18.npz,data/interim/gridsat/2008/gridsat_2008.04.28.21.npz,data/interim/gridsat/2008/gridsat_2008.04.29.00.npz,data/interim/gridsat/2008/gridsat_2008.04.29.03.npz,data/interim/gridsat/2008/gridsat_2008.04.29.06.npz,13.5,85.5,65.0,980.0,VSCS,14.0,85.5,65.0,980.0,VSCS,14.5,86.5,65.0,980.0,VSCS,16.0,89.5,65.0,980.0,VSCS
NIO_2008_NARGIS_20080429_0900Z,NIO_2008_NARGIS,TRAIN,2008-04-29T09:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.28.18.npz,data/interim/gridsat/2008/gridsat_2008.04.28.21.npz,data/interim/gridsat/2008/gridsat_2008.04.29.00.npz,data/interim/gridsat/2008/gridsat_2008.04.29.03.npz,data/interim/gridsat/2008/gridsat_2008.04.29.06.npz,data/interim/gridsat/2008/gridsat_2008.04.29.09.npz,13.5,85.5,65.0,980.0,VSCS,14.0,86.0,65.0,980.0,VSCS,14.5,87.0,65.0,980.0,VSCS,16.0,90.0,65.0,980.0,VSCS
NIO_2008_NARGIS_20080429_1200Z,NIO_2008_NARGIS,TRAIN,2008-04-29T12:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.28.21.npz,data/interim/gridsat/2008/gridsat_2008.04.29.00.npz,data/interim/gridsat/2008/gridsat_2008.04.29.03.npz,data/interim/gridsat/2008/gridsat_2008.04.29.06.npz,data/interim/gridsat/2008/gridsat_2008.04.29.09.npz,data/interim/gridsat/2008/gridsat_2008.04.29.12.npz,14.0,85.5,65.0,980.0,VSCS,14.0,86.0,65.0,980.0,VSCS,14.5,87.0,65.0,980.0,VSCS,16.0,90.5,65.0,980.0,VSCS
NIO_2008_NARGIS_20080429_1500Z,NIO_2008_NARGIS,TRAIN,2008-04-29T15:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.29.00.npz,data/interim/gridsat/2008/gridsat_2008.04.29.03.npz,data/interim/gridsat/2008/gridsat_2008.04.29.06.npz,data/interim/gridsat/2008/gridsat_2008.04.29.09.npz,data/interim/gridsat/2008/gridsat_2008.04.29.12.npz,data/interim/gridsat/2008/gridsat_2008.04.29.15.npz,14.0,85.5,65.0,980.0,VSCS,14.5,86.5,65.0,980.0,VSCS,15.0,87.5,65.0,980.0,VSCS,16.0,91.0,65.0,980.0,VSCS
NIO_2008_NARGIS_20080429_1800Z,NIO_2008_NARGIS,TRAIN,2008-04-29T18:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.29.03.npz,data/interim/gridsat/2008/gridsat_2008.04.29.06.npz,data/interim/gridsat/2008/gridsat_2008.04.29.09.npz,data/interim/gridsat/2008/gridsat_2008.04.29.12.npz,data/interim/gridsat/2008/gridsat_2008.04.29.15.npz,data/interim/gridsat/2008/gridsat_2008.04.29.18.npz,14.0,85.5,65.0,980.0,VSCS,14.5,86.5,65.0,980.0,VSCS,15.0,87.5,65.0,980.0,VSCS,16.0,91.5,65.0,980.0,VSCS
NIO_2008_NARGIS_20080429_2100Z,NIO_2008_NARGIS,TRAIN,2008-04-29T21:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.29.06.npz,data/interim/gridsat/2008/gridsat_2008.04.29.09.npz,data/interim/gridsat/2008/gridsat_2008.04.29.12.npz,data/interim/gridsat/2008/gridsat_2008.04.29.15.npz,data/interim/gridsat/2008/gridsat_2008.04.29.18.npz,data/interim/gridsat/2008/gridsat_2008.04.29.21.npz,14.0,86.0,65.0,980.0,VSCS,14.5,87.0,65.0,980.0,VSCS,15.0,87.5,65.0,980.0,VSCS,16.0,92.0,65.0,980.0,VSCS
NIO_2008_NARGIS_20080430_0000Z,NIO_2008_NARGIS,TRAIN,2008-04-30T00:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.29.09.npz,data/interim/gridsat/2008/gridsat_2008.04.29.12.npz,data/interim/gridsat/2008/gridsat_2008.04.29.15.npz,data/interim/gridsat/2008/gridsat_2008.04.29.18.npz,data/interim/gridsat/2008/gridsat_2008.04.29.21.npz,data/interim/gridsat/2008/gridsat_2008.04.30.00.npz,14.0,86.0,65.0,980.0,VSCS,14.5,87.0,65.0,980.0,VSCS,15.5,88.0,65.0,980.0,VSCS,16.0,92.5,77.0,972.0,VSCS
NIO_2008_NARGIS_20080430_0300Z,NIO_2008_NARGIS,TRAIN,2008-04-30T03:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.04.29.12.npz,data/interim/gridsat/2008/gridsat_2008.04.29.15.npz,data/interim/gridsat/2008/gridsat_2008.04.29.18.npz,data/interim/gridsat/2008/gridsat_2008.04.29.21.npz,data/interim/gridsat/2008/gridsat_2008.04.30.00.npz,data/interim/gridsat/2008/gridsat_2008.04.30.03.npz,14.5,86.5,65.0,980.0,VSCS,15.0,87.5,65.0,980.0,VSCS,15.5,89.0,65.0,980.0,VSCS,16.0,93.0,77.0,972.0,VSCS
NIO_2008_NISHA_20081125_0900Z,NIO_2008_NISHA,TRAIN,2008-11-25T09:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.11.24.18.npz,data/interim/gridsat/2008/gridsat_2008.11.24.21.npz,data/interim/gridsat/2008/gridsat_2008.11.25.00.npz,data/interim/gridsat/2008/gridsat_2008.11.25.03.npz,data/interim/gridsat/2008/gridsat_2008.11.25.06.npz,data/interim/gridsat/2008/gridsat_2008.11.25.09.npz,8.5,81.0,25.0,1001.0,D,10.0,80.0,30.0,1002.0,DD,10.5,80.0,45.0,996.0,CS,12.0,79.0,30.0,1000.0,DD
NIO_2008_NISHA_20081125_1200Z,NIO_2008_NISHA,TRAIN,2008-11-25T12:00:00+00:00,data/interim/gridsat/2008/gridsat_2008.11.24.21.npz,data/interim/gridsat/2008/gridsat_2008.11.25.00.npz,data/interim/gridsat/2008/gridsat_2008.11.25.03.npz,data/interim/gridsat/2008/gridsat_2008.11.25.06.npz,data/interim/gridsat/2008/gridsat_2008.11.25.09.npz,data/interim/gridsat/2008/gridsat_2008.11.25.12.npz,8.5,81.0,30.0,1001.0,DD,10.0,80.0,30.0,1000.0,DD,10.8,80.0,45.0,996.0,CS,12.0,78.5,20.0,1000.0,D
